g6,n,edges,alpha,theta,gap,ratio,status
O@?KCQCGomBSpDXoJEBPO,16,38,5,6.3147449241,1.3147449241,1.2629489848,Solved
O?GYCCA@XcBKOFaIMALHC,16,35,5,6.3147390936,1.3147390936,1.2629478187,Solved
OqGYSGaCOH@BW?c??KwCu,16,33,5,6.3146794385,1.3146794385,1.2629358877,Solved
OoCOGXOa_BcEKAP@dPIEK,16,35,5,6.3146576577,1.3146576577,1.2629315315,Solved
O?C@IO``KOQW\AYC?dico,16,35,5,6.3146493989,1.3146493989,1.2629298798,Solved
O?LAd?EDORCQKGOBo`sPa,16,35,5,6.3146327409,1.3146327409,1.2629265482,Solved
O_ECA@_\?E`{BIDIDWHeC,16,37,5,6.3146205039,1.3146205039,1.2629241008,Solved
O?OoGTAED@oma_KWiHVC_,16,37,5,6.3146057670,1.3146057670,1.2629211534,Solved
O?`O?SOHXaFO_eOXhTDL?,16,36,5,6.3144676475,1.3144676475,1.2628935295,Solved
O@U_?__AYAArgeaiG{EF?,16,37,5,6.3144652393,1.3144652393,1.2628930479,Solved
O??HGcsMCGgiQYahIPDQ@,16,37,5,6.3143595739,1.3143595739,1.2628719148,Solved
O?G\A__C?Q_tWDcIhUCJ_,16,35,5,6.3143337943,1.3143337943,1.2628667589,Solved
Oh?GKIGSaCCSG]DIBH_Qi,16,36,5,6.3143126550,1.3143126550,1.2628625310,Solved
O?DCD_@BgdD`L?_HhSR?q,16,35,5,6.3143119240,1.3143119240,1.2628623848,Solved
O`Q@S?CCBBoUFOEW?qJ?L,16,35,5,6.3142055469,1.3142055469,1.2628411094,Solved
O_C_X_oI?g`c_kORgUCAX,16,35,5,6.3141914880,1.3141914880,1.2628382976,Solved
OK?H?cWHWkHH`hPWT@MS_,16,38,5,6.3140761625,1.3140761625,1.2628152325,Solved
O_?P[E_PAoM??^GU@cgr_,16,36,5,6.3139377993,1.3139377993,1.2627875599,Solved
O?hO`?OGKakT`WQcoyAV?,16,37,5,6.3139138782,1.3139138782,1.2627827756,Solved
O_?GkAaOAoM_A\@]CZ@q_,16,36,5,6.3138987184,1.3138987184,1.2627797437,Solved
OCHG?O_OQfAuDWgcpUFE?,16,37,5,6.3138853891,1.3138853891,1.2627770778,Solved
OK??c?THqPo`IhRoFGe[?,16,38,5,6.3138765678,1.3138765678,1.2627753136,Solved
OMIC?@BHOYPGObCeCcgpc,16,36,5,6.3138737381,1.3138737381,1.2627747476,Solved
OQIA?@dFSSWGB`GcAHW`Y,16,36,5,6.3138692507,1.3138692507,1.2627738501,Solved
O?ECE?CAwfGSJPLDL`Bd?,16,37,5,6.3138596162,1.3138596162,1.2627719232,Solved
O?ECD?BG_hdcQqRKIIbk?,16,37,5,6.3138588907,1.3138588907,1.2627717781,Solved
O??IdCaCXgF?aIPDhBCHH,16,35,5,6.3138232674,1.3138232674,1.2627646535,Solved
O`HC?@bbQQQGH`Da@Cg_t,16,36,5,6.3138000597,1.3138000597,1.2627600119,Solved
O_?GkAWOB@N?@VG{@Z@i_,16,36,5,6.3137931059,1.3137931059,1.2627586212,Solved
O@@IAACIWvCSDcq@rGdM?,16,38,5,6.3137869329,1.3137869329,1.2627573866,Solved
O?h\Aa@Oc_K?CLGM?ogQT,16,34,5,6.3136149322,1.3136149322,1.2627229864,Solved
O?LSC?QCOK`LQcHWkQbBO,16,36,5,6.3135847413,1.3135847413,1.2627169483,Solved
O_Y\A__CICOGGFCJ@QGJD,16,34,5,6.3135597563,1.3135597563,1.2627119513,Solved
Oc_a@AEQOUDOCXKKG`Wgw,16,36,5,6.3135581921,1.3135581921,1.2627116384,Solved
ORQ?GV?GAIcSAcCW`ak_[,16,35,5,6.3135299129,1.3135299129,1.2627059826,Solved
O`aCA@AP?ebMIKDodd@]?,16,38,5,6.3135153969,1.3135153969,1.2627030794,Solved
O?U__OFGI@EHDUaeWQfE?,16,37,5,6.3135051934,1.3135051934,1.2627010387,Solved
O_C?_Oo`KEMgPIOsD`HSc,16,35,5,6.3134741564,1.3134741564,1.2626948313,Solved
O?N?`?G@{_sSWaowAkQQW,16,37,5,6.3134703138,1.3134703138,1.2626940628,Solved
O?D_?SQOSJERIKbcYOVB?,16,37,5,6.3134543782,1.3134543782,1.2626908756,Solved
OQ?OaQKOkEB@JEGxCie[?,16,38,5,6.3134261027,1.3134261027,1.2626852205,Solved
OoC?S_d?oMGSRCKBeaaPo,16,36,5,6.3133831679,1.3133831679,1.2626766336,Solved
Oo?Gg`BHPOPG?fU?i`@@J,16,34,5,6.3133643542,1.3133643542,1.2626728708,Solved
O_Ci?cEAa`QCWTg[Oj@SW,16,37,5,6.3133527876,1.3133527876,1.2626705575,Solved
O@?ACLCEhRBopEgHJGL[?,16,38,5,6.3132805141,1.3132805141,1.2626561028,Solved
OoCOOKcQADQ?@dAXCJb_E,16,34,5,6.3132336466,1.3132336466,1.2626467293,Solved
O`E_QHGcACS?@MCp`H`D`,16,34,5,6.3131256253,1.3131256253,1.2626251251,Solved
OQ?PAT?_SJBPEkJKCee[?,16,38,5,6.3130684463,1.3130684463,1.2626136893,Solved
O??HcBAd@?alEIQqKgRQ_,16,36,5,6.3130406589,1.3130406589,1.2626081318,Solved
OL`?S@Bg_MD@SAASacgHk,16,36,5,6.3130150082,1.3130150082,1.2626030016,Solved
O@??GWY`HSj_SsoYSWfW?,16,38,5,6.3129451884,1.3129451884,1.2625890377,Solved
OoC?O_KOhIOwGWT_h@P_h,16,34,5,6.3128899261,1.3128899261,1.2625779852,Solved
OLo?GHSh@SBG_QO`_NGDk,16,36,5,6.3128247643,1.3128247643,1.2625649529,Solved
OEHC@?u`RCP_OPCR@QWPs,16,36,5,6.3127938360,1.3127938360,1.2625587672,Solved
Oi?GOcdaCKG_?lEAcIh_w,16,35,5,6.3127820929,1.3127820929,1.2625564186,Solved
O?Ci?QDoSSIDWQDcsW`d_,16,37,5,6.3127565460,1.3127565460,1.2625513092,Solved
Og??[ACPQwCHKoMW@Eodg,16,36,5,6.3127234471,1.3127234471,1.2625446894,Solved
O@OOOWQ``BgMG`PaPcSaE,16,36,5,6.3127212660,1.3127212660,1.2625442532,Solved
O?C_@CEWc`iKa[b`HhFc?,16,37,5,6.3127185831,1.3127185831,1.2625437166,Solved
OGUTC@DKQAE@Aha@?VGGu,16,36,5,6.3127170932,1.3127170932,1.2625434186,Solved
O??GiUAHWofCTGgQw`fS?,16,38,5,6.3127135195,1.3127135195,1.2625427039,Solved
OQ_cA@M`PEAoGPQBBBO`e,16,36,5,6.3126998342,1.3126998342,1.2625399668,Solved
O@hO`?_COUGF`MQkOweF?,16,37,5,6.3126910384,1.3126910384,1.2625382077,Solved
O?LCb?ECORCqKGOBobSPa,16,35,5,6.3126469450,1.3126469450,1.2625293890,Solved
O?d_?__SmFWCgSD`dW_^?,16,37,5,6.3126356452,1.3126356452,1.2625271290,Solved
OoCOOK`c?C`IHBRIGUR_W,16,35,5,6.3125765698,1.3125765698,1.2625153140,Solved
O_ECA@_W_T@mDEDwDWPiO,16,37,5,6.3125708189,1.3125708189,1.2625141638,Solved
O_?GcAoOBSKoA\DU?}@q_,16,36,5,6.3125595673,1.3125595673,1.2625119135,Solved
O_?PTAWPbGIO?^GK@ggqQ,16,36,5,6.3125403070,1.3125403070,1.2625080614,Solved
O??GhQBOtGjDi_TOuaBp?,16,39,5,6.3124727379,1.3124727379,1.2624945476,Solved
O@@KQE?IWqCtDgoEjCDI@,16,38,5,6.3124727170,1.3124727170,1.2624945434,Solved
O?EEC_`P?TasXQITEQAX@,16,37,5,6.3124603744,1.3124603744,1.2624920749,Solved
OoSP??NKSaCgA`ObGbS@e,16,36,5,6.3124505990,1.3124505990,1.2624901198,Solved
OoCO`DKa?D_iH_KBH@qAe,16,35,5,6.3124106412,1.3124106412,1.2624821282,Solved
O??G`AIP[MHWkD[IQgBS@,16,37,5,6.3123768009,1.3123768009,1.2624753602,Solved
O`GSA@ecPE@WS@`B@bOPe,16,36,5,6.3123040432,1.3123040432,1.2624608086,Solved
Os?GOCaGQHAgEQDcHEb?M,16,34,5,6.3121664305,1.3121664305,1.2624332861,Solved
O??yA_IGOceCQBadSLCHc,16,35,5,6.3120324469,1.3120324469,1.2624064894,Solved
O??G`CoSSHpUeOpWKoRSO,16,37,5,6.3120128153,1.3120128153,1.2624025631,Solved
O@`OOGXC`QcoOL_TGTLEC,16,36,5,6.3119532461,1.3119532461,1.2623906492,Solved
Oi?GOG`_s?GXEIDiCapoo,16,35,5,6.3119394087,1.3119394087,1.2623878817,Solved
OhG?GCP_STGGRGHFAQowg,16,35,5,6.3119363808,1.3119363808,1.2623872762,Solved
OqC_?AJKaIooIaCP`IaHB,16,36,5,6.3119277134,1.3119277134,1.2623855427,Solved
Os??OXGE?eAoGXHMGqR?w,16,35,5,6.3118619613,1.3118619613,1.2623723923,Solved
O?dlAa@Oa_S?DDGM@GgDT,16,34,5,6.3118496768,1.3118496768,1.2623699354,Solved
Og?O[ECQAoCTIGK[?jOak,16,36,5,6.3118450639,1.3118450639,1.2623690128,Solved
O?LRCODC`AaSAKOBo`t@a,16,35,5,6.3118166430,1.3118166430,1.2623633286,Solved
Oi?GG_Q`CSGWALHQdM@_w,16,35,5,6.3118148810,1.3118148810,1.2623629762,Solved
OoCOWG`c?Q_YHAQHgUR_W,16,35,5,6.3117878541,1.3117878541,1.2623575708,Solved
Oi?GGcO`CQGSATHIdU@_w,16,35,5,6.3117800810,1.3117800810,1.2623560162,Solved
Og??{ACPQWCWKQMW@Eo`w,16,36,5,6.3117480427,1.3117480427,1.2623496085,Solved
O_Ci?`@_OL`EKk`pM@dU?,16,37,5,6.3117301292,1.3117301292,1.2623460258,Solved
O??K@e_DiTBCPPkAkoeQ_,16,37,5,6.3114771263,1.3114771263,1.2622954253,Solved
O?Cg?KaQ[HHPgPSayKDc_,16,37,5,6.3114594412,1.3114594412,1.2622918882,Solved
OGECd?BP_QaIGbRGdcahO,16,37,5,6.3114298850,1.3114298850,1.2622859770,Solved
OqGOGPI`XEAW`@QAcAg`T,16,36,5,6.3114288240,1.3114288240,1.2622857648,Solved
O_KOOOo_[KIOOYPcCHhGk,16,35,5,6.3114163994,1.3114163994,1.2622832799,Solved
O??ZC_OAxGF?OF_jHLDHC,16,35,5,6.3113825828,1.3113825828,1.2622765166,Solved
OpQA?_FBQgP??rCdDCX@w,16,36,5,6.3113716989,1.3113716989,1.2622743398,Solved
O@??[EGDXIXBSiWgR_JY?,16,38,5,6.3113208165,1.3113208165,1.2622641633,Solved
O?EDC_`O_XaaWRJSHSal?,16,37,5,6.3112204635,1.3112204635,1.2622440927,Solved
Od`@PI?O?L_MWGASaogo[,16,35,5,6.3111401271,1.3111401271,1.2622280254,Solved
O?@AcOKGogeKN?_Kh@lDO,16,35,5,6.3111302371,1.3111302371,1.2622260474,Solved
OoCGPDC__GaiQBGKeTAaQ,16,35,5,6.3110761706,1.3110761706,1.2622152341,Solved
O?GOICXKSSgdgPS_paND?,16,37,5,6.3110602746,1.3110602746,1.2622120549,Solved
OBhC@ECO@K_MQOCK`ok_[,16,35,5,6.3110564442,1.3110564442,1.2622112888,Solved
OoCGS_`?oMGSKBLDGeQPo,16,36,5,6.3110445180,1.3110445180,1.2622089036,Solved
ObIC?ORHT@HB@QOc`cGcL,16,36,5,6.3110376634,1.3110376634,1.2622075327,Solved
OhG?KAIOAWCiCJAsam?eo,16,36,5,6.3110299685,1.3110299685,1.2622059937,Solved
O@?ACAIDWuCwqDXIJgD[?,16,38,5,6.3109942450,1.3109942450,1.2621988490,Solved
OkOc??NgPaAgO`Ab@bO`e,16,36,5,6.3109909432,1.3109909432,1.2621981886,Solved
O_?HkQOQI_G_?vIJEI`JO,16,36,5,6.3109298051,1.3109298051,1.2621859610,Solved
O?d_`?OGLDIJ`WQcoyAV?,16,37,5,6.3109102550,1.3109102550,1.2621820510,Solved
O@@G?Q`aCaCrQiDkIYFE?,16,37,5,6.3108572552,1.3108572552,1.2621714510,Solved
O@?AAGUEPKdKpDqIRWD[?,16,38,5,6.3108273885,1.3108273885,1.2621654777,Solved
O?a@?odPqTBocgoPEBJWC,16,38,5,6.3108172158,1.3108172158,1.2621634432,Solved
OB?`O_h_i@OXbQRDBbEM?,16,38,5,6.3107418319,1.3107418319,1.2621483664,Solved
O_?GkAcOa`M?A\@VDX@q_,16,36,5,6.3107352102,1.3107352102,1.2621470420,Solved
O?ECE?AGoj@eJWTKLPBcG,16,37,5,6.3107351612,1.3107351612,1.2621470322,Solved
OKHC??rbUACoCPOc`dOoY,16,36,5,6.3107259164,1.3107259164,1.2621451833,Solved
OkEC@?LI`WAH?qDCgSi@k,16,36,5,6.3106885616,1.3106885616,1.2621377123,Solved
O_CkAD?_?L`MIkD[MOdaO,16,37,5,6.3106828967,1.3106828967,1.2621365793,Solved
O??PGso`YShcagXOu@fo?,16,39,5,6.3105190418,1.3105190418,1.2621038084,Solved
O?Ow__I@YCqDIPgYWQVE?,16,37,5,6.3105091068,1.3105091068,1.2621018214,Solved
O`?G?AHQOlcueoXoQgBS@,16,38,5,6.3104709411,1.3104709411,1.2620941882,Solved
O??GhUAO\GjDmC\GQgBS@,16,39,5,6.3104689884,1.3104689884,1.2620937977,Solved
OQOc??NWoiWGAbaAAah`E,16,36,5,6.3104337085,1.3104337085,1.2620867417,Solved
Os?@OhgT?K@Hb?GDaDQEB,16,34,5,6.3104324626,1.3104324626,1.2620864925,Solved
OdHC?OdB_MI@WACS`Sk@k,16,36,5,6.3104052125,1.3104052125,1.2620810425,Solved
O?GOQCQG[KkDcPRCpkFc?,16,37,5,6.3103868230,1.3103868230,1.2620773646,Solved
OoCO`HA__X`MI_KAG_yAe,16,35,5,6.3103813518,1.3103813518,1.2620762704,Solved
OoCOGXOc_BcKHAODdPISK,16,35,5,6.3103720303,1.3103720303,1.2620744061,Solved
Oh??GcL_cgGGQaGLdB_wg,16,35,5,6.3102836453,1.3102836453,1.2620567291,Solved
O`YC?_bBOkS?AROdAcY@w,16,36,5,6.3102476400,1.3102476400,1.2620495280,Solved
O?C__KaAYGhKiakBWqEb?,16,37,5,6.3102196159,1.3102196159,1.2620439232,Solved
O_?XSAcOJ?IOAZ@VAZ@q_,16,36,5,6.3101875191,1.3101875191,1.2620375038,Solved
Oq?GS?VDOqGGGfHBDCaCb,16,36,5,6.3101378986,1.3101378986,1.2620275797,Solved
OhC?[ECQA?DDG]CiAj?Ii,16,36,5,6.3099990666,1.3099990666,1.2619998133,Solved
O??GaKe`cQE`SMMSXCfS?,16,38,5,6.3098871720,1.3098871720,1.2619774344,Solved
O?MCC_B@GcchQdWsHdBh?,16,37,5,6.3098545329,1.3098545329,1.2619709066,Solved
O??P`WgPkFH`SWb_uAfo?,16,39,5,6.3098540405,1.3098540405,1.2619708081,Solved
O?CHKaAi?`?hSLOuLCbIO,16,36,5,6.3098440766,1.3098440766,1.2619688153,Solved
O?CgOKPGiQObS`gIyIFD?,16,37,5,6.3095618262,1.3095618262,1.2619123652,Solved
O`aCA@AP_eAkE[IFDd@]?,16,38,5,6.3095079252,1.3095079252,1.2619015850,Solved
O??GhUAO[okdlC]GQgBS@,16,39,5,6.3094520383,1.3094520383,1.2618904077,Solved
O_KH?cG_[KGoOYXCADh_k,16,35,5,6.3094416022,1.3094416022,1.2618883204,Solved
OhC?SAKOAKCSG]DsAJ_Yg,16,36,5,6.3094374025,1.3094374025,1.2618874805,Solved
Osa?GSoBHcagQhPYMIBSG,16,40,5,6.3094357435,1.3094357435,1.2618871487,Solved
Os_?IGbC`Ga_O`ISB@QPG,16,32,5,6.3094010780,1.3094010780,1.2618802156,Solved
Oo??gT?c?XcMIgKQGaYwG,16,35,5,6.3092780674,1.3092780674,1.2618556135,Solved
O?MCAOBH_a`cLGObiED?X,16,35,5,6.3091933346,1.3091933346,1.2618386669,Solved
Oo?W`HA__H`MI_MAI@qAe,16,35,5,6.3091631949,1.3091631949,1.2618326390,Solved
Os??WODDPPCWCHOei`bOc,16,35,5,6.3091526704,1.3091526704,1.2618305341,Solved
Oi?GOGWGWkOW_EOocchoK,16,34,5,6.3091495247,1.3091495247,1.2618299049,Solved
O_CgA?P_GQkTDs`iMQDU?,16,37,5,6.3090321319,1.3090321319,1.2618064264,Solved
O?G\A_`C_Q_tW@cAhEKHc,16,35,5,6.3090298431,1.3090298431,1.2618059686,Solved
O?D`?dA_W[dAKIoPpkEcG,16,37,5,6.3090051334,1.3090051334,1.2618010267,Solved
O@AIKD?I_rAeHWoErSBQG,16,38,5,6.3090048666,1.3090048666,1.2618009733,Solved
OoCGK@PDOe@GHJWdGB`T@,16,36,5,6.3089879560,1.3089879560,1.2617975912,Solved
O_??KQORAcIgG]IhDd@e_,16,36,5,6.3089862108,1.3089862108,1.2617972422,Solved
OA?g`?EE]BQCQPIbSQUM?,16,37,5,6.3088763616,1.3088763616,1.2617752723,Solved
Oq?GS?XCoiGGIFHhCPaH`,16,36,5,6.3088720365,1.3088720365,1.2617744073,Solved
O_CgOKqKOgD?_eOXgRcBW,16,36,5,6.3087618792,1.3087618792,1.2617523758,Solved
OhCGKEGOaGCcG]CiAJ_Qi,16,36,5,6.3086647344,1.3086647344,1.2617329469,Solved
O_ECaP_Y?C_}GoBIadPiO,16,37,5,6.3086060065,1.3086060065,1.2617212013,Solved
O@EaSDPRD?W?GP@`ABWPU,16,34,5,6.3085892909,1.3085892909,1.2617178582,Solved
OK??K@DCiUDiagLAfWEW_,16,38,5,6.3085691155,1.3085691155,1.2617138231,Solved
OcH?`?\HbCP_?pCRHA[@s,16,36,5,6.3085183345,1.3085183345,1.2617036669,Solved
Oo?OIGi__WbIGbU?cII`P,16,35,5,6.3084740350,1.3084740350,1.2616948070,Solved
OB??GwY`KECdGsYEX_USG,16,38,5,6.3084623388,1.3084623388,1.2616924678,Solved
OCa?GWISXhGcKPIdHPRe?,16,38,5,6.3084522207,1.3084522207,1.2616904441,Solved
O_C?@Oq_cJHoOaTSEApWc,16,35,5,6.3084348272,1.3084348272,1.2616869654,Solved
OoCPIQC`?T@QSHSECKhAs,16,36,5,6.3083996625,1.3083996625,1.2616799325,Solved
O@??WxCgYcqSeGWot`BWG,16,39,5,6.3083675431,1.3083675431,1.2616735086,Solved
O??ZA_HChGF?OF_jPJDHC,16,35,5,6.3083034985,1.3083034985,1.2616606997,Solved
Ok_P??lCpWhGC`@`OHY@e,16,36,5,6.3082938875,1.3082938875,1.2616587775,Solved
OQ`@C@J``aAWH@BBHBO`e,16,36,5,6.3082573846,1.3082573846,1.2616514769,Solved
O@`KbA_S?Q_tDGICOGyCU,16,35,5,6.3082435634,1.3082435634,1.2616487127,Solved
O?ECT?ABXHAcQRWdIXBh?,16,37,5,6.3081124730,1.3081124730,1.2616224946,Solved
Oo??PDC`?dbMIAN?IoQAe,16,35,5,6.3080641970,1.3080641970,1.2616128394,Solved
O?D_?L@GkQqISadgTCRSG,16,37,5,6.3080557529,1.3080557529,1.2616111506,Solved
O`G[AE_QAGQ?AX@[CPgcs,16,34,5,6.3080458506,1.3080458506,1.2616091701,Solved
OGECe?AP_QaMGbRGdk@hO,16,37,5,6.3080411306,1.3080411306,1.2616082261,Solved
Oo?O`TC`?DbEG`MAH`QAe,16,35,5,6.3080039120,1.3080039120,1.2616007824,Solved
O_CHkQ_QJAM?@J@TADGEd,16,36,5,6.3079476579,1.3079476579,1.2615895316,Solved
O?LO@@A@_bsEa[Sp[PC]?,16,37,5,6.3079471767,1.3079471767,1.2615894353,Solved
O?G[AGB@GpEO_VQDKRD`A,16,35,5,6.3079107815,1.3079107815,1.2615821563,Solved
O?D_?d@BkIIPgTIIYOLT?,16,37,5,6.3079021108,1.3079021108,1.2615804222,Solved
Oi?GHOc`CCGQAJCZAYPoo,16,35,5,6.3078973691,1.3078973691,1.2615794738,Solved
O?C_C@DWPeAqakRoX@dd?,16,37,5,6.3078821800,1.3078821800,1.2615764360,Solved
O?E?WgBI@cGfOsYOOFL`C,16,36,5,6.3078576228,1.3078576228,1.2615715246,Solved
Og?GkAOOIoCcHUIw?Z_qg,16,36,5,6.3078200709,1.3078200709,1.2615640142,Solved
O?M?HGPA`cGfSSQoOFLDC,16,36,5,6.3077657403,1.3077657403,1.2615531481,Solved
O@?ICKcD`QbSpBqKIKDS@,16,38,5,6.3077203673,1.3077203673,1.2615440735,Solved
O_?P\AQPB?J??^GL@hGqo,16,36,5,6.3077198994,1.3077198994,1.2615439799,Solved
Oo?Oo_aGQYP_?XM?gqQ@i,16,34,5,6.3077183820,1.3077183820,1.2615436764,Solved
O??X?PE`r?sKcYaaMGIsG,16,37,5,6.3077178251,1.3077178251,1.2615435650,Solved
Oc_`A?hKQSb_`C?pgSohQ,16,36,5,6.3077054622,1.3077054622,1.2615410924,Solved
Oh?OWGA_[_GcQYGqDB_oi,16,35,5,6.3077032248,1.3077032248,1.2615406450,Solved
OsO?HpCAggCPb?CHcBQEB,16,34,5,6.3076649393,1.3076649393,1.2615329879,Solved
O??GkQCs@PcaEHOrMKBEC,16,36,5,6.3076455695,1.3076455695,1.2615291139,Solved
Os??WGHCP@DGDHREIPbCc,16,34,5,6.3076294056,1.3076294056,1.2615258811,Solved
O??WPDD`POqDWdggJGMcO,16,37,5,6.3076046260,1.3076046260,1.2615209252,Solved
O?`o_UA@YBBBIaKWWA^CG,16,37,5,6.3075689702,1.3075689702,1.2615137940,Solved
Oo??OWUOHAr?@bHDIWJoC,16,34,5,6.3075482422,1.3075482422,1.2615096484,Solved
O?MCAOBH_a`cLGObiAd@P,16,35,5,6.3075239847,1.3075239847,1.2615047969,Solved
O?DCA_E?X[eOIW`DhAd`@,16,35,5,6.3074669730,1.3074669730,1.2614933946,Solved
O_CgA@A__ReE`pD[MPDU?,16,37,5,6.3074406981,1.3074406981,1.2614881396,Solved
OQEKB?aO?U`EPGKC_wk_[,16,35,5,6.3073747952,1.3073747952,1.2614749590,Solved
OoMA?_NR?EaOS?GTc`s@[,16,36,5,6.3073649553,1.3073649553,1.2614729911,Solved
O??WP?Q`r@pHSohGxKBcG,16,37,5,6.3073647321,1.3073647321,1.2614729464,Solved
OhCGOCD_kaHCPOHaCBo_m,16,35,5,6.3073561767,1.3073561767,1.2614712353,Solved
O@?AAPKDpKBoqEcYSKd[?,16,38,5,6.3073483504,1.3073483504,1.2614696701,Solved
Oh??G_L_kIGGU_GFdP_wg,16,35,5,6.3073422173,1.3073422173,1.2614684435,Solved
Oi?GOkaaCHGO@LEAcIh_w,16,35,5,6.3072334015,1.3072334015,1.2614466803,Solved
OoCOS_@@pAGPJHPiEEaPo,16,36,5,6.3072008975,1.3072008975,1.2614401795,Solved
OoC?g_@HQTPcKGGoH_Y?m,16,34,5,6.3071363237,1.3071363237,1.2614272647,Solved
O_GSA?qBXIBGH`EaGC[?x,16,35,5,6.3070366496,1.3070366496,1.2614073299,Solved
Oo?GhHAc?H`MI_MAI@qAe,16,35,5,6.3070353061,1.3070353061,1.2614070612,Solved
O_?P\AWPB?IO?^GL@hGqo,16,36,5,6.3070168069,1.3070168069,1.2614033614,Solved
O[QA?_FBQgP??rCdDCX@w,16,36,5,6.3068824428,1.3068824428,1.2613764886,Solved
O?@CS_HD@LDIN?_Ki@jD_,16,35,5,6.3068735768,1.3068735768,1.2613747154,Solved
O?ECU?BO_hgcKTIRDeBk?,16,37,5,6.3068601989,1.3068601989,1.2613720398,Solved
O?ACU?KP_bcMJAS`fgBd?,16,37,5,6.3068289386,1.3068289386,1.2613657877,Solved
OoH?_`WHWw@o_XOPORHCU,16,36,5,6.3068159204,1.3068159204,1.2613631841,Solved
O@AIRAOo@OaaAX?zI`DCD,16,35,5,6.3068159168,1.3068159168,1.2613631834,Solved
O?LO_OP@qCOhgMaMKSfE?,16,37,5,6.3067981275,1.3067981275,1.2613596255,Solved
OoGOa?pUCE@gO`HEoU_XS,16,36,5,6.3067866218,1.3067866218,1.2613573244,Solved
O?D_H?RAu@sES@IapgUe?,16,37,5,6.3067865674,1.3067865674,1.2613573135,Solved
OAG??gI_XEGddIapEqA[_,16,36,5,6.3067767307,1.3067767307,1.2613553461,Solved
OhEC?ORHSAARPIHA@QYPI,16,36,5,6.3067545598,1.3067545598,1.2613509120,Solved
OKhA@IAC?XcE?sCqB_u?M,16,35,5,6.3067196861,1.3067196861,1.2613439372,Solved
O??KASTIIceoM_hQWaUPG,16,38,5,6.3067006282,1.3067006282,1.2613401256,Solved
O?NA@?_Au@iKg`DKaxCV?,16,37,5,6.3066713098,1.3066713098,1.2613342620,Solved
O_ECa@GY?D`hGhDSc{@iO,16,37,5,6.3065691196,1.3065691196,1.2613138239,Solved
Oo?WC_`AoMEOQgKEhDaHg,16,36,5,6.3065434844,1.3065434844,1.2613086969,Solved
O?GX?_H@l?iDWScgpWaMO,16,36,5,6.3065384584,1.3065384584,1.2613076917,Solved
OCa?GOQHYJHcKPMaHQRe?,16,38,5,6.3064314522,1.3064314522,1.2612862904,Solved
Os?HAdc`?SB??NOdA`HQD,16,34,5,6.3063692367,1.3063692367,1.2612738473,Solved
OpE?Q?LRCCAHGUSI?oxDg,16,36,5,6.3063624416,1.3063624416,1.2612724883,Solved
O?CaAQDgOk`oSLoBDSLe?,16,37,5,6.3063607574,1.3063607574,1.2612721515,Solved
O??XBAH`t?GpQEKHiTCu?,16,37,5,6.3062596759,1.3062596759,1.2612519352,Solved
O_Ci?GEAS`kESWgcqW`UO,16,37,5,6.3062464412,1.3062464412,1.2612492882,Solved
O_G[?cEAa`kMgQK_Ga[RA,16,37,5,6.3062286211,1.3062286211,1.2612457242,Solved
O@@KQ@AEHPAxHooErKDI_,16,38,5,6.3062280174,1.3062280174,1.2612456035,Solved
OoCPIQG__J?mK@KEHBQDE,16,36,5,6.3062167457,1.3062167457,1.2612433491,Solved
O@OmBAOc?J@RPCaOaPH@L,16,35,5,6.3061978071,1.3061978071,1.2612395614,Solved
O?N??`?GOlqUBwQcSKNE?,16,37,5,6.3061485942,1.3061485942,1.2612297188,Solved
O`hP?cH@c?G?AV@jQAb@P,16,34,5,6.3061443615,1.3061443615,1.2612288723,Solved
Og?Oo?K_CBHgS[HsCR`oo,16,35,5,6.3061272787,1.3061272787,1.2612254557,Solved
OoCGOH@c?E_uKoIKG`Z_W,16,35,5,6.3060810212,1.3060810212,1.2612162042,Solved
O@?ACGUEpKDKpDqIJHD[?,16,38,5,6.3060791775,1.3060791775,1.2612158355,Solved
Oo??O_[HQDOwQOL_c@qo`,16,34,5,6.3060571632,1.3060571632,1.2612114326,Solved
O?GYA_@Ah_Cs_VPIPTD_a,16,35,5,6.3059862598,1.3059862598,1.2611972520,Solved
Og??[ACPQgDHKoMW@FOdg,16,36,5,6.3059561965,1.3059561965,1.2611912393,Solved
OQY?c?pB`g?X__OU`cq@k,16,36,5,6.3057299768,1.3057299768,1.2611459954,Solved
O_GOX_cE@GbC_kORgUCAX,16,35,5,6.3057085919,1.3057085919,1.2611417184,Solved
O??yC_IC@EeCQBadKMCHc,16,35,5,6.3055925384,1.3055925384,1.2611185077,Solved
Og?GkAGQQoEEGyLO?UGIX,16,36,5,6.3055381928,1.3055381928,1.2611076386,Solved
OB?GoiB`aOcdaPP_sHJP_,16,38,5,6.3055268963,1.3055268963,1.2611053793,Solved
OMa?X?R@OQS?PBCfDEQ@w,16,36,5,6.3054615126,1.3054615126,1.2610923025,Solved
O_MCA@CS?TCbCxBsC]@iO,16,37,5,6.3054267808,1.3054267808,1.2610853562,Solved
O@DGH?H_pDIE`RQESSMe?,16,37,5,6.3054215091,1.3054215091,1.2610843018,Solved
O?d`?_DAk`KBgSSgowaUO,16,37,5,6.3053537488,1.3053537488,1.2610707498,Solved
O@?CACTHPTBooFqKJoDY?,16,38,5,6.3053378589,1.3053378589,1.2610675718,Solved
