g6,n,edges,alpha,theta,gap,ratio,status
ZHO\M_ge?Focs?@SC@wDEODEW?g?OhOCSB_`OC?g?QIi?GSh?CB?WaC`O_@g,27,92,7,9.9319894118,2.9319894118,1.4188556303,Solved
ZHOWM_JCd@sOATo_cCKO`C@TO_TGCWU?D?S`@AcHGaGGC@Je_G@?QAI_`cg?,27,93,7,9.9319880897,2.9319880897,1.4188554414,Solved
ZHoW?_JSdHsOOQCGDOW?iP?O@Sk??GsOsCaQPPG`?_PqCQ`oo?GHoC_@?wP?,27,91,7,9.9319873071,2.9319873071,1.4188553296,Solved
ZHoXG_J@Mc?JOchHcA?QTgS@O_kCGIG@SWE@ooGG`GaCAAS?AQFAOg_o_?`g,27,94,7,9.9319737601,2.9319737601,1.4188533943,Solved
ZHO\Mage?@_`E@Oc_kGAgg@HAaO_Q\G?dOC`A_CgASQw@SAAaEGGD@@?cG@W,27,93,7,9.9319731018,2.9319731018,1.4188533003,Solved
Z@OLIageAC_lt?X??DH?KAohQ?sQ@d?GW?gB?SpKoA`KaCC?KU?@Q?QaO_Oo,27,93,7,9.9318701506,2.9318701506,1.4188385929,Solved
Z@?XM_geAC_Ls?S@?YCGAa_P?oWCKLGRCh?QCIIJG_C`HQ@Y@K?@@hGOSG?w,27,93,7,9.9318417037,2.9318417037,1.4188345291,Solved
Z?OXM_J?Kc?JhH_cTAA?TIQO?_YcDKc__h?B@@WN?_Gb?i@OGAT[@P??b?CW,27,93,7,9.931829947,2.931829947,1.4188328496,Solved
ZHoW?_JSdHsOOQCGDOW?ip?O@Sk??GsOsCaQPPG`?_PqCQ`oo?GHoC_@?wP?,27,92,7,9.9318153815,2.9318153815,1.4188307688,Solved
Z@O\MageA@_hE@Oc_cL?HO_c`OKGQICHGW?Rw?_?UP?_E`E@GTCC?AqcHSCG,27,94,7,9.9318108388,2.9318108388,1.4188301198,Solved
Z@O\I_ge?DochOsA@WaD_WDA??WJ?Q_TG@KC?GyKo?D??y@HAHAAo@@CA?[G,27,90,7,9.9318010252,2.9318010252,1.4188287179,Solved
Z@O\I_ge?DochOsA@WaD_WDA??WJ?Q_TG@KC?GyKo?D??y@HAHAAo@DCA?[G,27,91,7,9.9318005889,2.9318005889,1.4188286556,Solved
Z@OWM_JO_@sOABhKs`Co_HQDOL?CDY@H_hOBwa??C?Y?GUB@H?HEC?ey?O@O,27,94,7,9.9317964202,2.9317964202,1.41882806,Solved
Z@OLIageAC_lt?X??DH?KAohQ?sQ@d?GW?gB?SpKoA`KaCC?KU?@Q?QaO_Qo,27,94,7,9.931787849,2.931787849,1.4188268356,Solved
ZHOWK_HhMCT??d@JY??U`?JHOBXOFDD?GWI@?sAa?Gagg@SG?WKcg?B_hO@O,27,94,7,9.9317813196,2.9317813196,1.4188259028,Solved
ZHO\Mag??DchoDE?_eE?QO@WOIGH_hO@gBOH?oWdO_OaCQDa@H??oOpg`?EO,27,93,7,9.9317461222,2.9317461222,1.4188208746,Solved
ZH?[MagEAC_daAS@_kOCbHOci?__OYD?FC?QAQOISGCCGoK?KRBc@DSSACB?,27,93,7,9.9317402814,2.9317402814,1.4188200402,Solved
ZHoWK_JSD@sOPPATYO@?F_GCc__UO??E]AOSCH?WG`Ob@PCGo?R?DD_g`GAG,27,92,7,9.9317143061,2.9317143061,1.4188163294,Solved
ZHoWK_JOdHcOORcGB@??fHOCi@?IgI@@UQ?P__i?Oi@_gA`cD?PGG?kg?l?G,27,92,7,9.9316626971,2.9316626971,1.4188089567,Solved
ZGOXA_JhMcP??tE?__a@B`oE_@aHCG_gSHGT_oWT_?D?cg@GAcDSc@@@?D@W,27,92,7,9.9316002193,2.9316002193,1.4188000313,Solved
ZGOXA_JHKc@JH@OC@H\H?c_aF???`w`IH?IB?OOHG?EoACDOI_A?`CDf??aO,27,87,7,9.9315496924,2.9315496924,1.4187928132,Solved
Z@O\I_ge?DochOsA@WaD_WDA??WJ?Q_TG@KC?GyKo?D??y@XAHAAo@@CA?[G,27,91,7,9.931533804,2.931533804,1.4187905434,Solved
ZHO\I__c?FwchOS??W_Fa?AqO???fKp@?gCYPA@XOGw@@[_PCAP?w?e`ED_?,27,93,7,9.931516882,2.931516882,1.418788126,Solved
Z@?[MaGWad[_IQ?LRA??FXGCBcOCEPOOMC?PU_O??LPbA?sWGGg`CCS?H?@w,27,93,7,9.9315152058,2.9315152058,1.4187878865,Solved
ZHOWG_JOdHsOP@c_wg?Qi?GkWCII?H?BEa?IAR?YC?OcCGP??hHCGCQpIOG?,27,89,7,9.9315116213,2.9315116213,1.4187873745,Solved
ZHoWK_JOdHcOORcGB@??fHOCi@?IgI@@UQ?P__i?Oi@ggA`cD?PGG?kg?l?G,27,93,7,9.9315055451,2.9315055451,1.4187865064,Solved
Z?O[MagOadPBGpp?iCOQO?C[WP@IG^_?OB_D@@KHs??_EOI_ABB??[bCa?CW,27,93,7,9.931489439,2.931489439,1.4187842056,Solved
Z@O\I_ge?DochOsA@WaD_WDA??WJ?Q_TG@KC?GyKo?D??y@XAHAAo@DCA?[G,27,92,7,9.9314855676,2.9314855676,1.4187836525,Solved
Z@?XM_geAC_LsGS@?YCGAa_P?oWCKLGRCh?QCIIJG_C`HQ@Y@K?@@hGOSG?w,27,94,7,9.9314587727,2.9314587727,1.4187798247,Solved
ZHO\EagA?CChoDE__mA?Ri?CQAg@gmGODE?IeA?GB?JCaGB?Ya@?@WSaQA@G,27,93,7,9.931446921,2.931446921,1.4187781316,Solved
ZHOLIaGeAC?kt?AocAg`P`OCOK??kaD@[g?M@YGE_A@t??qHKP??ocG_@`@g,27,93,7,9.9314374222,2.9314374222,1.4187767746,Solved
ZHOWG_JSdHsOP@c_wg?Qi?GkWCII?H?BEa?IAR?YC?OcCGP??hHCGCQpIOG?,27,90,7,9.9314239669,2.9314239669,1.4187748524,Solved
ZHO\Mage?@_`E@Oc_kGAgg@HAaO_Q\G?dOC`A_CgASQw@SAAaEGGT@@?cG@W,27,94,7,9.9314171547,2.9314171547,1.4187738792,Solved
Z@O\K?geAC_dsGEQ?OpI`oGGHGaF_E_Gh`S??_sGG?[dGo@h?@_?GWYa@@Ao,27,93,7,9.9313883766,2.9313883766,1.4187697681,Solved
ZHOWK_JhMcT??T?HY?WOUGoLD@C@?icgCGXGH?_hS@GQ?A@@JA@O__h?GGJO,27,92,7,9.9313867802,2.9313867802,1.41876954,Solved
Z@O[M_geAC_dsGx?CAoS@@YCO`V?G_U@G?QJ?PSGGSKa?hGOgGDiA@GcY?@_,27,94,7,9.93132226,2.93132226,1.4187603229,Solved
ZHOXE_BhMcT??o@BW?Wp@AE_B@WHHS_?KGY@OGQPA?da?cehG_@A_OQgAq?G,27,93,7,9.931313806,2.931313806,1.4187591151,Solved
ZHO\I_ge?FwchO?gr?GAisA?BC?@Cy?PCh@HO?O?oCI_OF@?D?l@K@PC@Ea?,27,91,7,9.93130874,2.93130874,1.4187583914,Solved
ZHO\I__e?Fw_hOSA?AXAHa?TQ?g@CkJ@?GMC?XI?CADc@`HE??dPKCA?OGKW,27,91,7,9.9313053167,2.9313053167,1.4187579024,Solved
ZHoWK_JSD@sOPPATYO@?F_GCc__UO??E]AOSCH?WG`Sb@PCGo?R?DD_g`GAG,27,93,7,9.9313052966,2.9313052966,1.4187578995,Solved
ZGOXA_JhMcP??tE?_`a@B`oE_@aHCG_gSHGT_oWT_?D?cg@GAcDSc@@@?D@W,27,93,7,9.9313033994,2.9313033994,1.4187576285,Solved
ZHOWG_JOdHsOP@c_wg?Qi?GkWCII?H?BEa?IAR?YC?OcEGP??hHCGCQpIOG?,27,90,7,9.9312847937,2.9312847937,1.4187549705,Solved
ZHoWK_JOdHcOORcGB@??fHOCiB?IgI@@UQ?P__i?Oi@_gA`cD?PGG?kg?l?G,27,93,7,9.9312509978,2.9312509978,1.4187501425,Solved
ZHOWG_JSdHsOP@c_wg?Qi?GkWCII?H?BEa?IAR?YC?OcEGP??hHCGCQpIOG?,27,91,7,9.9312346935,2.9312346935,1.4187478134,Solved
ZHOXM_BhMcT??o@BW?Wp@AE_B@WHHS_?KGY@OGQPA?da?cehG_@A?OQgAq?G,27,93,7,9.9311933536,2.9311933536,1.4187419077,Solved
ZHO\MagE?Dch_DE??eE?R?oZOGGHCpQ?C?TD?AwQD?@b?b@gCO??o?l_?ShO,27,92,7,9.9311668396,2.9311668396,1.4187381199,Solved
ZHoXE_J?Mc@BScgHsAAGBgC?QCW?SOU@FCO@?GHgMG?_@HI@Oh@IC?aaCaCg,27,92,7,9.9311497662,2.9311497662,1.4187356809,Solved
ZHOWM_gEADc`e@?c_]CHAHOQ?Ci?ci_@q_H@@W?hS?g`W_SSGP@?AiAoA_IG,27,93,7,9.9311354748,2.9311354748,1.4187336393,Solved
ZHO\MagE?Dch_DE??eE?R?oZOGGHCpQ?C?TD?AwQD?@b?b@hCO??o?l_?ShO,27,93,7,9.9311035162,2.9311035162,1.4187290737,Solved
ZHoWK_JOdHcOORcGB@??fHOCiB?IgI@@UQ?P__i?Oi@ggA`cD?PGG?kg?l?G,27,94,7,9.9310962224,2.9310962224,1.4187280318,Solved
ZHOXI_ge?FwchOCA@Ow@@SAC?BHAgKGAdQ_D_WICOOd??x@GC@TPCSCPWA_?,27,92,7,9.9310324485,2.9310324485,1.4187189212,Solved
ZHoWK_JO`Hc?PPc_iC_Qih?IOSA?QPCCkBCA_AGY@?wbAPA@@?a?qH@cEGCO,27,92,7,9.9310120976,2.9310120976,1.4187160139,Solved
ZHoWK_JO`Hc?PPc_iC_Qih?IOSA?QPCCkBCA_AGY@?wbAPA`@?a?qH@cEGCO,27,93,7,9.9310118704,2.9310118704,1.4187159815,Solved
ZHO\I_ge?FwchOs?B?_FB?AwD_G?UE?@KJ?IGDOWCgKGaACCGAR?AHDT?AOW,27,93,7,9.930989029,2.930989029,1.4187127184,Solved
Z@O[MagW?d?BHPe@[_ADC?S[WCq?UC__cHG`aAaAHG?cW_QG_BQ@KOH_Q?t?,27,94,7,9.9309637453,2.9309637453,1.4187091065,Solved
ZGOL?__e?FwcaWoABO`IbD?Q@_gCkOhAD??TiAAHgS@?W`CGCgP??Peis??G,27,92,7,9.9309514494,2.9309514494,1.4187073499,Solved
ZHO\I__e?Fw_hOSA?AXAHa?TQ?g@CkJ@?GMC?XI?CADc@`He??dPKCA?OGKW,27,92,7,9.9309232939,2.9309232939,1.4187033277,Solved
ZHO\MagC?DchoDE?_eE?QO?WOIGH_hO@gBOH?oWdO_OaCQDa@H??oO`g`?EO,27,92,7,9.9309155994,2.9309155994,1.4187022285,Solved
ZHO\MagC?DchoDE?_EE?QO@WOIGH_hO@gBOH?oWdO_OaCQDa@H??oO`g`?EO,27,92,7,9.9308986357,2.9308986357,1.4186998051,Solved
Z@O[KagWad[_IQ?\OAO_BWoDD_c?OOOgKAaPE?WhQO_?Oqo`C?FC?YOg_?TG,27,94,7,9.9308644852,2.9308644852,1.4186949265,Solved
Z?O\MagaAC_la?GSGAodEKAbC?WASG`BCICHK??kGQ?_SDPI?@QP?oD?IACW,27,90,7,9.9308642067,2.9308642067,1.4186948867,Solved
Z?O\MagaAC_la?GSGAodEKAbC?WASG`BCICHK??kGQ?_SDPI@@QP?oD?IACW,27,91,7,9.9308444065,2.9308444065,1.4186920581,Solved
ZHOXM_GhKcT??tcGcDOBG@?[OOADGYGAgJ?Kc?GwOq_wOE_AAaPPJ?GCG?`W,27,94,7,9.9307943179,2.9307943179,1.4186849026,Solved
ZHO\I_ge?FwchO?gr?GAisA?BC?@Cy?PCh@Ho?O?oCI_OF@?D?l@K@PC@Ea?,27,92,7,9.9307688002,2.9307688002,1.4186812572,Solved
ZHO\I_ge?EOc`OsA?SXQHODG?@SoOWJ_G_]?E`@??Abc@PI?w@HP?Ga_FO_G,27,92,7,9.9306712988,2.9306712988,1.4186673284,Solved
Z?O[MaGWad[_IQ?LRA??FXGCy?SGO_BgKA?`WGCG??\AOoB@U?Ee?QGcGKO_,27,92,7,9.9306704438,2.9306704438,1.4186672063,Solved
ZHO\KagC?@choDAsIP?BDEAF?DG@`IE?SOH@I?_gG_is_@SaDCGPQ?C_C[@g,27,94,7,9.9306699456,2.9306699456,1.4186671351,Solved
ZG?TA__e?EWchOPEBOw]?R_A??p?wIoOIO`I?[B??Kbu@@@OM`?B??`_[GGG,27,91,7,9.9306546118,2.9306546118,1.4186649445,Solved
Z?O[MaGWad[_IQ?LRA??FXGCy?SGO_BgKA?`WGCG?A\AOoB@U?Ee?QGcGKO_,27,93,7,9.9306382531,2.9306382531,1.4186626076,Solved
Z@O\M_geAC_ls?x?CAoE@`IChAI?gGd@CCaQE@S?AP@?@Igi??b?koAG?@MW,27,93,7,9.9306329029,2.9306329029,1.4186618433,Solved
ZGoXM_J?IC?JHHScUA@o_?A}?IUCGOGBLC_cg@OGAOAb??p__cICI?S_i@?g,27,91,7,9.9306211323,2.9306211323,1.4186601618,Solved
ZHOXI_ge?FwchOCA@Ow@@SAC?BHAgKGAdQ_D_WICOOd?Ox@GC@TPCSCPWA_?,27,93,7,9.9306198831,2.9306198831,1.4186599833,Solved
ZHO\M_ge?FOcC??td@oHCOCKO@HQ?k@CV?GSOB`?C`B_KO`OF?`e?CCc_GKG,27,92,7,9.930606479,2.930606479,1.4186580684,Solved
ZHoWG_J?`HCOPOS_SEOQZ_U??dHOcMc?e?HAS@IGSCGc?@L_UOAPS@GAEo?_,27,91,7,9.9306048929,2.9306048929,1.4186578418,Solved
ZHO[I?ge?Dwc`Og?I@OFb@QO?CidCTQ?G?LBI?dHCgOGa?_?AoR_WGFBWG_?,27,92,7,9.930604647,2.930604647,1.4186578067,Solved
ZHO\E_geAC_lsGaAAOgB`@?t?OlOGOF_O?IBH?SG`OKg?gHh?GHAo`C_oAc_,27,94,7,9.9304570304,2.9304570304,1.4186367186,Solved
Z@O[Ma_C?@_h_DAsI@DGBW_@QcSOOWHFCjI?AHI??_bdOc@CGq@HS?cW@?@W,27,92,7,9.9304280304,2.9304280304,1.4186325758,Solved
Z@O[MagGadPBGP`?aEGCDIASDCj?IE??gIAE@E?WB?cbOOHo?ID@[C_iAGD?,27,93,7,9.9304277355,2.9304277355,1.4186325336,Solved
ZHoWK_JC`HCOPPS_SEPOeARZ?W?HGiA_EQ?X_BOOG@HgW?PE?`DGGOQoB_?g,27,94,7,9.9303335282,2.9303335282,1.4186190755,Solved
ZHO\M_gEADc`e@?g_hKo@O__@cLG_GAIc?ohs?PI?cg?W?D`GAQI?GD_Aj?_,27,92,7,9.9303206132,2.9303206132,1.4186172305,Solved
ZHOLM?geAC_lcGIQgaOcI?GN?_OgOTOHCAPE?OaWgOG_KEPEoB?o@AICa?Aw,27,94,7,9.9303137353,2.9303137353,1.4186162479,Solved
Z@OSM_GWad[?IO?\RA?CFXGE?YM`?_SGKcG`@L_@AOA_[_C@?wba?QK@_A`_,27,93,7,9.9303101041,2.9303101041,1.4186157292,Solved
ZHOOI_BS`@SO_EAPwcGp?Gog?[YHCH?aEYG@@RCSY?IPe@?O@cHg_S_A@C@W,27,93,7,9.9303090049,2.9303090049,1.4186155721,Solved
ZHoWK_JSc@sOPPACSCWcUHQB?_OO`[CAOgI@@@PG_WEGODBOOCsHOPA?E_Cw,27,94,7,9.9302710637,2.9302710637,1.418610152,Solved
ZHO\I__e?F__aWCA?QxQIpGL?D?s?X?[CDoCo?OXA@?_aQ`Sg?@_@Oip??hO,27,92,7,9.930244536,2.930244536,1.4186063623,Solved
ZHoWK_JScHsOPOc_@Ga?RgGcCPh?QA`GGB?BPH?_?f@oOSWEAAKADc_CG?_w,27,92,7,9.930226921,2.930226921,1.4186038459,Solved
ZHoWM_JCDHsO@LGS?OIC_CHGC@WoHeCCM_AOIc@A?OT_HUAsGH?@SAW??g@w,27,92,7,9.9301926157,2.9301926157,1.4185989451,Solved
ZHOXK_J?EC@JhHscTA?A?i?COciI_G?Vc@O@CMCE??hAF@@??K@I?Okg?@EO,27,88,7,9.9301476358,2.9301476358,1.4185925194,Solved
Z@OSM_GWad[?IO?\RA?CFXGE?YM`?_SGKcG`@L_@AOA_[_C@?wbe?QK@_A`_,27,94,7,9.9301423514,2.9301423514,1.4185917645,Solved
ZHoWC_JOd@s?PPc_`I_?R?LEaAOHBA_?[II@GOAgKGagGaSCGHCACOBwo@?O,27,91,7,9.9300745229,2.9300745229,1.4185820747,Solved
ZHOLE_geAC_l?GHQgaOSKcIMSI?sIEGCCB_cGCC]?K?as?@?CSWIOAA_?Cqg,27,93,7,9.9299897006,2.9299897006,1.4185699572,Solved
Z@OWMagWa`?BHPc@?PXU?p@COok?SiDACDC@eCGNC?H@GcH@ES@?gaCd?GSG,27,94,7,9.9299733515,2.9299733515,1.4185676216,Solved
ZHO\MAgE?Cch_DE__eE?JGQHOg?B__SC\CIAe??HABGg?hQ`C?R?_fCAK?CW,27,93,7,9.9299049422,2.9299049422,1.4185578489,Solved
ZHOXK_I?Gc@Jh@ocTA?c_P@K?ItO?_`ASd?DoE?GEDA`@IDsG@@?WRcGj?O?,27,92,7,9.929900529,2.929900529,1.4185572184,Solved
ZH?[MagEAC_daAS@_kOCbHOci?__OYD_FC?QAQOASGCCGoK?KRBc@DSSACB?,27,93,7,9.9298956294,2.9298956294,1.4185565185,Solved
ZGO\MaGE?D_hoDE_gA?FD_@W_OX?J?`CKhG@@KAk_HHF@B?HWW?O_?Vw`?o?,27,94,7,9.9298825129,2.9298825129,1.4185546447,Solved
Z@OWMagWadP?Gpp?bAGA@hAEa?AcG_B_SGHD`CcI?@I_CSOE_ABHP?B?Ei?O,27,90,7,9.9298501789,2.9298501789,1.4185500256,Solved
ZHOXK_I?Gc@JhHocTA?c_P@K?ItO?_`ASd?DoE?GEDA`@IDsG@@?WRcGj?O?,27,93,7,9.9298498847,2.9298498847,1.4185499835,Solved
ZHO\M_gEA??lsG?oT??HRODYgH?I?[_?pAoA?@WWSOE??sD?ccchC?E?L?Gw,27,91,7,9.9298498758,2.9298498758,1.4185499823,Solved
ZHoWG_JCd?sOATs_ccI?h_oI?_P?CY_WWJGQpK?aIWGA?OFACGPHO@?_DB?g,27,92,7,9.9298310967,2.9298310967,1.4185472995,Solved
ZHOWM_AhMcT??p@HW?WOUg_Ch@?Chi`?SCID?SQGs@?gC`Dh?CQ?E`@bCCAG,27,93,7,9.9297975686,2.9297975686,1.4185425098,Solved
ZHO[MagCADchoDC__KHC`aASjO?Ba?_HJ??RhAG?s?@`?QY@?BH?LOAg_@WG,27,92,7,9.9297578016,2.9297578016,1.4185368288,Solved
ZHO\I__e?Fwc`Os??EWoG?oL?IP?WOHaWBC_hOKA?Cf?QGqCGABIAoGp??sO,27,93,7,9.9297577903,2.9297577903,1.4185368272,Solved
Z@?\I_gc?FWchOOEt?G_[OkDg?OUg?`AFgG@@S@O?IPg?EQAC_B@?JOqC?`_,27,91,7,9.9297326194,2.9297326194,1.4185332313,Solved
Z@OWE_JhMcD??T@JG?\S@c`?F??o_GHS`?@JcHH?KC@d@D_?PCbg?GqG?X_W,27,92,7,9.9297250537,2.9297250537,1.4185321505,Solved
ZHoOK_JS`@sOOOhKBP]GOBA_HOA@G\CCGKU?C??xE?o_`oaOPQCCGC@o?CTG,27,92,7,9.9296858791,2.9296858791,1.4185265542,Solved
ZHoOK_JS`@sOOOhKBP]GOBA_HOQ@G\CCGKU?C??xE?o_`oaOPQCCGC@o?CTG,27,93,7,9.9296728244,2.9296728244,1.4185246892,Solved
ZH?\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?k?Kp?CCGAJO?oEAWGG_@`Og,27,90,7,9.9296619916,2.9296619916,1.4185231417,Solved
ZHO\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?k?Kp?CCGAJO?oEAWGG_@`Og,27,91,7,9.9296537181,2.9296537181,1.4185219597,Solved
ZHOWK_JhMcT??T?HY?WOUGoLD@C@?icgCGXGH?_hS@GQ?A@@JA@O__h?GGJW,27,93,7,9.9295950141,2.9295950141,1.4185135734,Solved
Z@O[MaGWAdPBGPp?aEICD@UCi@Gdc?AGMg?hHGCOEH?w??p?E_LE?SAcc?Gg,27,94,7,9.9295905584,2.9295905584,1.4185129369,Solved
ZGOGM_JHIc@BhGocTO?_FiA?C?G?TMcGG@OZoGD?EKGAA@RHPC@?IXGe?gQ?,27,92,7,9.9295870454,2.9295870454,1.4185124351,Solved
ZH?\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?k?Kp?CCGAJO?pEAWGG_@`Og,27,91,7,9.929556251,2.929556251,1.4185080359,Solved
ZG?TA__e?EWchOPEBOw]?R_A??p?wIoOIO`I?[B??Kbu@@@OM`?B??d_[GGG,27,92,7,9.9295531903,2.9295531903,1.4185075986,Solved
ZHO\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?k?Kp?CCGAJO?pEAWGG_@`Og,27,92,7,9.9295432512,2.9295432512,1.4185061787,Solved
Z@O\K?geAC_dsGEQ?OpI`oGWHGaF_E_Gh`S??_sGG?[dGo@h?@_?GWYa@@Ao,27,94,7,9.9294903875,2.9294903875,1.4184986268,Solved
ZHOPE_JgMcT??_?FgcsoCBo@C`S_CXW?C@MD??]Oo_@_BF?`?_AO`?d_WGH_,27,91,7,9.9294753549,2.9294753549,1.4184964793,Solved
ZHO[I_ge?Dwc_?g?I@OFb@QO?CidCTQ?G?LBI?dHCgOGa?_CAoR_WGB@WW_?,27,91,7,9.9293960601,2.9293960601,1.4184851514,Solved
ZH?\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?kAKp?CCGAJO?oEAWGG_@`Og,27,91,7,9.929374036,2.929374036,1.4184820051,Solved
ZHOXM_BhMcT??o@BW?Wp@AE_B@WHHS_?KGY@OGQPA?da?cehG_@A_OQgAq?G,27,94,7,9.92937246,2.92937246,1.41848178,Solved
ZHO\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?kAKp?CCGAJO?oEAWGG_@`Og,27,92,7,9.929372376,2.929372376,1.418481768,Solved
ZHoXG_JHIc@J@Hoc?@\@@s_bD??QAP?HMOO@?AdgCGhACGIPOCHgA_a`AD@_,27,93,7,9.9293650755,2.9293650755,1.4184807251,Solved
ZGoXM_J?IC?JHHScUA@o_?A}?IUCGOGBLC_cg@OGAoAb??p__cICI?S_i@?g,27,92,7,9.9293545431,2.9293545431,1.4184792204,Solved
ZHODI__e?FwcgOs?@OwJa@AoYCYhC@?gQH?@@AoLY??GEDCEg?S?AKi_??z_,27,94,7,9.9292939175,2.9292939175,1.4184705596,Solved
ZHOXI?ge?BwChOpAA?oFbAaGh@?c[IH?UR_??CH]_?ooPCGIP?D?CqG___`g,27,94,7,9.9292826088,2.9292826088,1.4184689441,Solved
Z@OLM_geADcha@Oc_cMH?C`KSIB?_GFCC?DPo?GGQPDQ_G@GSK??Gad`?@go,27,91,7,9.9292783144,2.9292783144,1.4184683306,Solved
Z?OXM_J?Kc?JhH_cTAA?TIQOC_YcDKc__h?B@@WN?_Gb?i@OGAT[@P??b?CW,27,94,7,9.9292723887,2.9292723887,1.4184674841,Solved
ZHO\Ma_EAD_@E@?c_kHAgi@GOHWS@IHC_@OJoC?`GQ@gcgC?_kDc@?q@K?_W,27,92,7,9.9292270139,2.9292270139,1.418461002,Solved
ZH?\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?kAKp?CCGAJO?pEAWGG_@`Og,27,92,7,9.9291988331,2.9291988331,1.4184569762,Solved
ZHO\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?kAKp?CCGAJO?pEAWGG_@`Og,27,93,7,9.9291979985,2.9291979985,1.4184568569,Solved
ZGoXM_J?IC@JHHScUA@o_?A}?IUCGOGBLC_cg@OGAOAb??p__cICI?S_i@?g,27,92,7,9.9291862072,2.9291862072,1.4184551725,Solved
ZHO[I_ge?Dwc`?g?I@OFb@QO?CidCTQ?G?LBI?dHCgOGa?_CAoR_WGB@WW_?,27,92,7,9.9291505696,2.9291505696,1.4184500814,Solved
ZHO\M__A?Fwc?deAOaA@FeG_hAA?BW`_CdOG?`DY_P?o_Ah?o?`I@GO_CWDO,27,92,7,9.9290663283,2.9290663283,1.4184380469,Solved
ZHO[MagCADchoDC__KHC`aASjO?Ba?_HJ??RgAG?s?@`?QY@?JH?LOAg_@WG,27,92,7,9.9290227366,2.9290227366,1.4184318195,Solved
ZHoWG_JH?c@Jg@scWg?@pPOe@W?`GOSDKccC?OS\C?Ci?Q`OM_CA_AHc@KOG,27,93,7,9.9290052526,2.9290052526,1.4184293218,Solved
ZHO\Ma_EAD_@E@?c_kHAgg@GOHWS@IHC_@OJoD?`GQ@gcgC?_kDc@?q@K?_W,27,92,7,9.9289996993,2.9289996993,1.4184285285,Solved
ZGO\M?geAC_lsGAAA[?OGHC{o@UG@GCce_GO@W@Y?JBU?IA?c?BAQ`?aGGSO,27,92,7,9.9289250873,2.9289250873,1.4184178696,Solved
ZGO\M_ge?FwccGGT@@WsA`GH??PGSI?coB_DAP?q_ATS_Ca?AcB?cBCe?cCO,27,93,7,9.9289241943,2.9289241943,1.418417742,Solved
ZHO\I__e?Fwc`Os??SXOHsACCp?UGH?UCY_?_?DHOP?_EPP?@BI@OS@gACIG,27,91,7,9.9288924996,2.9288924996,1.4184132142,Solved
Z?O[MagOacPBGpp?iCPQO?CKWP@IG^_?OB_D@@KHs??_EOI_ABB??[bCa?CW,27,92,7,9.9288645539,2.9288645539,1.418409222,Solved
ZHO\I?ga?FwchOO_q@H?is?CC_gO[OU@`?OFcGOHA`CaWACA?`DCDOO_c@@g,27,92,7,9.9287550834,2.9287550834,1.4183935833,Solved
ZHO[I?ge?DWc`Og?I@OFb@QO?CidCTQ?G?LBI?dHCgOGa?cCAoR_WGFBWG_?,27,93,7,9.9287256938,2.9287256938,1.4183893848,Solved
Z@O\I_ge?DochOsA@WaD_WDA??WJAQ_TG@KC?GyKo?D??y@HAHAAo@@CA?[G,27,91,7,9.9287235192,2.9287235192,1.4183890742,Solved
Z@O\I_ge?DochOsA@WaD_WDA??WJAQ_TG@KC?GyKo?D??y@HAHAAo@DCA?[G,27,92,7,9.9287217901,2.9287217901,1.4183888272,Solved
ZHOOM_JO_@sOEBhKS`Co_@@F?aGc?GOQTCKQGo@Woh?di?Oo_AA?GkP_G\O?,27,93,7,9.9287195803,2.9287195803,1.4183885115,Solved
ZHO\EagA?CchoDE__mA?Ri?CQAg@gmGODE?IeA?GB?JCaGB?Ya@?@WSaQA@G,27,94,7,9.9286626921,2.9286626921,1.4183803846,Solved
ZHOPM_J@McT?p??FGQdO_@BC_@GscKW?GB@PcGIG`Ka@gC_GE_HO?Of?GDGW,27,92,7,9.9286051221,2.9286051221,1.4183721603,Solved
ZHO\I?ga?FwchOO_q@H?is?CD_gO[OU@`?OFcGOHA`CaWACA?`DCDOO_c@@g,27,93,7,9.9285956401,2.9285956401,1.4183708057,Solved
Z@O\K_geAC_dsGx??AWF@w@CHGiI_@?CkAT@cAGOOCTgk?EIPG??ASBaS?oG,27,93,7,9.9285747372,2.9285747372,1.4183678196,Solved
ZHO\I__e?FwcaWS?BS@I??ds??p?[GG_CH_L_?[Q?SG_]G_G@?R_?[gp@G_O,27,91,7,9.9285746527,2.9285746527,1.4183678075,Solved
ZHO\I?ga?FwchOO_q@H?is?CC_gO[OU@`?OFcGOHA`CaWACAA`DCDOO_c@@g,27,93,7,9.928558092,2.928558092,1.4183654417,Solved
ZHO\M_gE?FOcC??td@o@COcKO@HQ?k@CV?GSOB`?C`B_KO`OF?`a?CCc_GKG,27,90,7,9.9285549549,2.9285549549,1.4183649936,Solved
Z@OSMaGWad[_IQ?\OaO_BA`CD_G?RS?cgYCEBO?rD@?kcAOiAD??C?La?HHG,27,93,7,9.9285493388,2.9285493388,1.4183641913,Solved
