g6,n,edges,alpha,theta,gap,ratio,status
NBa??GJGA@coARDchY?,15,29,5,6.0859856562,1.0859856562,1.2171971312,Solved
N_CgHAB_AUhC[KDTEQ_,15,33,5,6.0859849647,1.0859849647,1.2171969929,Solved
N@?IQaB`SoLADHGekd?,15,33,5,6.0859830237,1.0859830237,1.2171966047,Solved
NGC?gABbPWIG_bKOhcG,15,30,5,6.0859811364,1.0859811364,1.2171962273,Solved
Ni??GccIcCPKQYDFF`?,15,32,5,6.0859807477,1.0859807477,1.2171961495,Solved
NCCrAGCQ?TOECKGR`Wo,15,30,5,6.0859688631,1.0859688631,1.2171937726,Solved
N@VaD@OaCCCF?{BAaWg,15,32,5,6.0859654697,1.0859654697,1.2171930939,Solved
N??Ic_oaaHci`_QHdHO,15,31,5,6.0859649865,1.0859649865,1.2171929973,Solved
NG??OKXKcHOIJ@Saz_?,15,30,5,6.0859633280,1.0859633280,1.2171926656,Solved
N@CACXSAHKcYR?cBsQO,15,32,5,6.0859610102,1.0859610102,1.2171922020,Solved
N?GoH`?OsW?\U@egSEO,15,31,5,6.0859607001,1.0859607001,1.2171921400,Solved
No?WHCcQCa?VKcQIjG_,15,32,5,6.0859585370,1.0859585370,1.2171917074,Solved
Ni??HAAiAUAYDMFWDc_,15,33,5,6.0859568751,1.0859568751,1.2171913750,Solved
N@?K@DE`Ao_MPOE`t?o,15,30,5,6.0859533602,1.0859533602,1.2171906720,Solved
N@a?G__W?J`YEaPHh[?,15,30,5,6.0859531072,1.0859531072,1.2171906214,Solved
N_GWOAA`ReGQ[KEXCk_,15,33,5,6.0859526384,1.0859526384,1.2171905277,Solved
N?CAHIHs?HDRSQKaP_W,15,31,5,6.0859507629,1.0859507629,1.2171901526,Solved
N@GOSf?@gXCJR@WaQAW,15,32,5,6.0859478542,1.0859478542,1.2171895708,Solved
N??ySH_OS`@BEKKpSOo,15,31,5,6.0859476890,1.0859476890,1.2171895378,Solved
No?G_g_HcL?JQwUHN?_,15,32,5,6.0859473846,1.0859473846,1.2171894769,Solved
Nl_i?oa_A??zAM?]AoW,15,32,5,6.0859434792,1.0859434792,1.2171886958,Solved
NsHQ@?GBpd?kOWE`oBo,15,33,5,6.0859431888,1.0859431888,1.2171886378,Solved
NGCO[GC?p`dK_bQKyE?,15,32,5,6.0859352284,1.0859352284,1.2171870457,Solved
NGaPA?cc?@_]BqEqJ@_,15,31,5,6.0859348757,1.0859348757,1.2171869751,Solved
N_@GASWGggcK_bl_N?O,15,31,5,6.0859323105,1.0859323105,1.2171864621,Solved
N@?S?tAGAWpEo?@[doO,15,29,5,6.0859297535,1.0859297535,1.2171859507,Solved
NgGP?cEEKYP_OdOXE@W,15,32,5,6.0859291491,1.0859291491,1.2171858298,Solved
NG?GcaI``IJ??JMCgwO,15,30,5,6.0859236598,1.0859236598,1.2171847320,Solved
N?COPMOOkWK@@hICyGG,15,30,5,6.0859228314,1.0859228314,1.2171845663,Solved
N?CHGeQQD?_iIHPQ}?_,15,31,5,6.0859218689,1.0859218689,1.2171843738,Solved
NhG?WeGdAJHAGE@XaSo,15,33,5,6.0859193121,1.0859193121,1.2171838624,Solved
Nh?GOmcaAoG_GfCl?N_,15,33,5,6.0859188575,1.0859188575,1.2171837715,Solved
N`GOqAAGGY_yGWRCq@o,15,32,5,6.0859172706,1.0859172706,1.2171834541,Solved
N?C@GiAOIWSIBCGYyOO,15,29,5,6.0859154285,1.0859154285,1.2171830857,Solved
N??iKp_D?pEOGuaLWB_,15,32,5,6.0859153971,1.0859153971,1.2171830794,Solved
N??W`pIOR?OphCAeUCG,15,30,5,6.0859134323,1.0859134323,1.2171826865,Solved
N??Q@UCQKa@Sb_KDk`_,15,30,5,6.0859124354,1.0859124354,1.2171824871,Solved
N??W_T@_TGEEHkQb^??,15,31,5,6.0859113274,1.0859113274,1.2171822655,Solved
NGCGCeES?IoaKIIbHOo,15,31,5,6.0859061230,1.0859061230,1.2171812246,Solved
N??GhE@PMOBIQGLAsOo,15,30,5,6.0859060173,1.0859060173,1.2171812035,Solved
N??P[@CbAcLGk?AYeM?,15,30,5,6.0859045766,1.0859045766,1.2171809153,Solved
N@G?GPCQcwA[DSgw[?o,15,31,5,6.0859033073,1.0859033073,1.2171806615,Solved
Ni?GgogHCFQAOE@XdOo,15,32,5,6.0859023814,1.0859023814,1.2171804763,Solved
NpEIA??Hyh@KAWc`cPo,15,33,5,6.0859023132,1.0859023132,1.2171804626,Solved
N?GHaG`OcAoseK\AJ@_,15,32,5,6.0859023090,1.0859023090,1.2171804618,Solved
Ni??WGgGcEQMQSDIf`?,15,32,5,6.0859023086,1.0859023086,1.2171804617,Solved
NKM?kPCgA??^BEKIGWW,15,32,5,6.0859023078,1.0859023078,1.2171804616,Solved
No?GOg_QKg?\GuTgN?_,15,32,5,6.0859023049,1.0859023049,1.2171804610,Solved
N_G?oq@`b_gI\GBJCs_,15,33,5,6.0859018039,1.0859018039,1.2171803608,Solved
NpTC?I?Cwh@WHHAqkB_,15,33,5,6.0858980442,1.0858980442,1.2171796088,Solved
N@?AKHH_hGb_i?OBbWG,15,29,5,6.0858935883,1.0858935883,1.2171787177,Solved
NB?HCHE`CO@KCfGFHWG,15,30,5,6.0858909565,1.0858909565,1.2171781913,Solved
N@@KQECC`BR?W?A[_bo,15,29,5,6.0858864873,1.0858864873,1.2171772975,Solved
N?C?hGaXCPWGBHOqQAW,15,29,5,6.0858857627,1.0858857627,1.2171771525,Solved
No?OOeWOYDChHcJEJ?o,15,33,5,6.0858830844,1.0858830844,1.2171766169,Solved
N??ZCORIHaQQqIpEKg_,15,34,5,6.0858824884,1.0858824884,1.2171764977,Solved
N?CHAMg_a_ea@iQ@uGG,15,31,5,6.0858811579,1.0858811579,1.2171762316,Solved
No??OoeOSIJ_GfLcJD?,15,32,5,6.0858761141,1.0858761141,1.2171752228,Solved
N`CGiD?HHD@JGWd@pBO,15,32,5,6.0858759174,1.0858759174,1.2171751835,Solved
N?C`QeA`AOadKKR?sGg,15,31,5,6.0858738074,1.0858738074,1.2171747615,Solved
NC_OP@?HIEh_K_BWa[_,15,29,5,6.0858725767,1.0858725767,1.2171745153,Solved
NC_@I@KK@I@BBSCxIOo,15,30,5,6.0858718236,1.0858718236,1.2171743647,Solved
NG?GgS`OSCQc@MMEZ?O,15,30,5,6.0858710991,1.0858710991,1.2171742198,Solved
N?CoWD@OcGAJYQiHUE?,15,31,5,6.0858710144,1.0858710144,1.2171742029,Solved
NrA@OWW_A??^FEHIGYG,15,32,5,6.0858657329,1.0858657329,1.2171731466,Solved
N@?AHI?FMO@[OWDBtOO,15,30,5,6.0858623816,1.0858623816,1.2171724763,Solved
Nh??_Y@dAEgoILJgBD_,15,33,5,6.0858604569,1.0858604569,1.2171720914,Solved
N@?KIQGCQHiOi?@Dc[G,15,29,5,6.0858566271,1.0858566271,1.2171713254,Solved
N?CGISccl?L?CbTAOKW,15,30,5,6.0858541335,1.0858541335,1.2171708267,Solved
NCO?K?jOqI@gKbNCAF_,15,32,5,6.0858534688,1.0858534688,1.2171706938,Solved
N??pQ@K_cc@hK[SDTGG,15,31,5,6.0858533627,1.0858533627,1.2171706725,Solved
NK?Wq?`P@C?U@RaKpH_,15,30,5,6.0858509334,1.0858509334,1.2171701867,Solved
N@G?OhCOtKHGeGD`SEG,15,30,5,6.0858497729,1.0858497729,1.2171699546,Solved
N_?CKhC[?ScDE`IWN_?,15,30,5,6.0858489470,1.0858489470,1.2171697894,Solved
N?CgIiIOc?eDGqQ@uAG,15,31,5,6.0858478563,1.0858478563,1.2171695713,Solved
N??PWoo_iXI?gPPST?g,15,30,5,6.0858464273,1.0858464273,1.2171692855,Solved
NK?Wq?`@ODpEaQGcg`g,15,31,5,6.0858457374,1.0858457374,1.2171691475,Solved
N?GCY@OLOqEWR@hIOFO,15,32,5,6.0858456353,1.0858456353,1.2171691271,Solved
N??HQ?t`?qc`ScaPyO_,15,31,5,6.0858440250,1.0858440250,1.2171688050,Solved
NoCGgOOOpHi?I@Owck_,15,30,5,6.0858424560,1.0858424560,1.2171684912,Solved
N??IH?ZKDCAgQB`SxA_,15,30,5,6.0858419033,1.0858419033,1.2171683807,Solved
No?O?cdHaQJOb_KAhEG,15,31,5,6.0858401654,1.0858401654,1.2171680331,Solved
N@?IKTGSDO?b`CChcKo,15,30,5,6.0858381891,1.0858381891,1.2171676378,Solved
N@?[ADIaT??hPACLdOo,15,30,5,6.0858371546,1.0858371546,1.2171674309,Solved
N?K?kD?BHbH`gddGKIG,15,32,5,6.0858361797,1.0858361797,1.2171672359,Solved
N??HAQEE_mEKPDm?{B?,15,32,5,6.0858282936,1.0858282936,1.2171656587,Solved
Nh?HO?X@LAqoOTPoB@W,15,32,5,6.0858282187,1.0858282187,1.2171656437,Solved
NC?@OGHbAeIsF?GMkIO,15,31,5,6.0858278882,1.0858278882,1.2171655776,Solved
NC`@ICcS@O@MCYAca`g,15,30,5,6.0858271690,1.0858271690,1.2171654338,Solved
N@Ch?aDSe?@X@UQgS?w,15,31,5,6.0858237761,1.0858237761,1.2171647552,Solved
NGCOS`EHCWSO?uA[I?w,15,30,5,6.0858095274,1.0858095274,1.2171619055,Solved
N@Q@?__AWKgka_CIwWG,15,28,5,6.0858092974,1.0858092974,1.2171618595,Solved
NG?pAQDecE@`MAShGEo,15,33,5,6.0858024781,1.0858024781,1.2171604956,Solved
Ni?XOcgCCOoMOc@Yc`o,15,32,5,6.0858021801,1.0858021801,1.2171604360,Solved
N??HaABISiIeYIpcVG?,15,34,5,6.0858000685,1.0858000685,1.2171600137,Solved
N`?_GqB`QsH_YGCdcF_,15,33,5,6.0857996035,1.0857996035,1.2171599207,Solved
N?AI?OYI`mAiWHcS{K?,15,33,5,6.0857882828,1.0857882828,1.2171576566,Solved
N@@CQQ_@gxGPGTCTP_W,15,31,5,6.0857857691,1.0857857691,1.2171571538,Solved
NK?W`@?A[OOcGfOr?|?,15,30,5,6.0857857387,1.0857857387,1.2171571477,Solved
No??OGSG{qDCPbSpN_?,15,32,5,6.0857843754,1.0857843754,1.2171568751,Solved
N??Q@YCGgWbSe_WByH?,15,31,5,6.0857826161,1.0857826161,1.2171565232,Solved
NOOG_o`?i@CpOTdEOpO,15,30,5,6.0857778448,1.0857778448,1.2171555690,Solved
NG?[Ko_I?TAB`HOxIBO,15,31,5,6.0857777796,1.0857777796,1.2171555559,Solved
N?CA@EABU?D`DYWKQoG,15,29,5,6.0857766438,1.0857766438,1.2171553288,Solved
N?GYIaGPD_@BKKGxOWo,15,31,5,6.0857731396,1.0857731396,1.2171546279,Solved
NkCaC??BxbHcgGCp`pO,15,33,5,6.0857725236,1.0857725236,1.2171545047,Solved
N?CkQ_op?Oa_OjGrOL_,15,31,5,6.0857662448,1.0857662448,1.2171532490,Solved
NGCOSKoHCOwO@iALIGW,15,30,5,6.0857650001,1.0857650001,1.2171530000,Solved
N?G_OMOgF_BIDcQWgs_,15,31,5,6.0857646500,1.0857646500,1.2171529300,Solved
N@G?OXKCokSEORd_{B?,15,32,5,6.0857646388,1.0857646388,1.2171529278,Solved
Ns??Oo_H_xKGD`PwHEO,15,31,5,6.0857630212,1.0857630212,1.2171526042,Solved
N?GWAuaPC?`PHaSHuA_,15,31,5,6.0857609923,1.0857609923,1.2171521985,Solved
N?G@aAM@piI_UCaFSGo,15,32,5,6.0857608093,1.0857608093,1.2171521619,Solved
NoC??S`I`IIobGSaie?,15,31,5,6.0857582792,1.0857582792,1.2171516558,Solved
NC_OP@?PPD`kCwJ?iOg,15,30,5,6.0857547936,1.0857547936,1.2171509587,Solved
N@G?OdDOdGhGf?D`SEG,15,30,5,6.0857491121,1.0857491121,1.2171498224,Solved
N_C?H_gI`gOiOiROQSG,15,30,5,6.0857483643,1.0857483643,1.2171496729,Solved
NG?@c@Cf?]@[EWH@y@G,15,31,5,6.0857475774,1.0857475774,1.2171495155,Solved
N?CjCAG?HaayAsPI}A?,15,32,5,6.0857470289,1.0857470289,1.2171494058,Solved
NK_?gPC?HAo`IcCXgY_,15,29,5,6.0857469292,1.0857469292,1.2171493858,Solved
N?CicOGD@_GN_mG{Wd?,15,32,5,6.0857447306,1.0857447306,1.2171489461,Solved
N?CQC@CAHe_yJoiH]A?,15,32,5,6.0857402836,1.0857402836,1.2171480567,Solved
Ns??OpFJ@WGACbD`KGW,15,31,5,6.0857390339,1.0857390339,1.2171478068,Solved
N?L?kYOWb@X?k??q_eg,15,31,5,6.0857357998,1.0857357998,1.2171471600,Solved
NGCO?M@b`cDG`@SghDO,15,30,5,6.0857346841,1.0857346841,1.2171469368,Solved
No?G_o`PcL?JI`TGn?_,15,32,5,6.0857334264,1.0857334264,1.2171466853,Solved
N_?G@m_EgpF?_bPbKaO,15,32,5,6.0857280383,1.0857280383,1.2171456077,Solved
NDW?[HPgagP?W??r_eo,15,31,5,6.0857270905,1.0857270905,1.2171454181,Solved
N`??pA@`qQLAVGHiAd_,15,33,5,6.0857270647,1.0857270647,1.2171454129,Solved
No??OkaHCc_dQTVGN?_,15,32,5,6.0857256479,1.0857256479,1.2171451296,Solved
N@CBAaKBO[CLT?gEoQo,15,32,5,6.0857247583,1.0857247583,1.2171449517,Solved
NI_?GUaDOcCBRA?Xf_G,15,30,5,6.0857244611,1.0857244611,1.2171448922,Solved
N?GIcIWXAOA`CUGxSOo,15,31,5,6.0857199270,1.0857199270,1.2171439854,Solved
NgcSHPCKC??^BEKIGWW,15,32,5,6.0857179057,1.0857179057,1.2171435811,Solved
No?GgghHAoKO_aATiEO,15,31,5,6.0857135754,1.0857135754,1.2171427151,Solved
N?GALhGF?sEOWE`HoF_,15,32,5,6.0857127275,1.0857127275,1.2171425455,Solved
NoCOaaG?xJGSQaJDCao,15,33,5,6.0857125475,1.0857125475,1.2171425095,Solved
NoCG_SEGIACpQDKIii?,15,31,5,6.0857104221,1.0857104221,1.2171420844,Solved
NdIIA??HwrGcaGCpcPo,15,33,5,6.0857100991,1.0857100991,1.2171420198,Solved
No?CqK`AGHD@DDSEN_?,15,30,5,6.0857097543,1.0857097543,1.2171419509,Solved
N?C?hCLOV_Da_h[?paG,15,31,5,6.0857091122,1.0857091122,1.2171418224,Solved
NkQ?c?_Ax[GoAXCZEaO,15,33,5,6.0857081169,1.0857081169,1.2171416234,Solved
No?Go?hPpCI`eOLOGDW,15,31,5,6.0857077318,1.0857077318,1.2171415464,Solved
Ni?G?sUHCCogQcIJE@o,15,32,5,6.0857077158,1.0857077158,1.2171415432,Solved
NAG@GcKOC`s_?\BSWOW,15,29,5,6.0857070380,1.0857070380,1.2171414076,Solved
N??_Wz_ChoGb_qWCr?g,15,32,5,6.0857069489,1.0857069489,1.2171413898,Solved
N?LCCh_?Odc`LcQdPE_,15,32,5,6.0857001036,1.0857001036,1.2171400207,Solved
Ni??pM@gAP?rDEFKDCo,15,33,5,6.0856998090,1.0856998090,1.2171399618,Solved
NC`@HHAAWbAaAbIBIAW,15,31,5,6.0856993187,1.0856993187,1.2171398637,Solved
N?DPQ?HCp_PH`iHLWF?,15,32,5,6.0856983468,1.0856983468,1.2171396694,Solved
NoCGIaA@XIEQSIIchD_,15,33,5,6.0856983394,1.0856983394,1.2171396679,Solved
NoCSALQA_SCfKUPEDKG,15,34,5,6.0856983363,1.0856983363,1.2171396673,Solved
N?aA_KSIhgFGOFQYSKO,15,33,5,6.0856983328,1.0856983328,1.2171396666,Solved
NoCGIaA@XREQKGQcg`o,15,33,5,6.0856983325,1.0856983325,1.2171396665,Solved
NoCGG?hHAeCOaTTPIU?,15,31,5,6.0856975200,1.0856975200,1.2171395040,Solved
N??aoX`_p_aebIqB]G?,15,34,5,6.0856929968,1.0856929968,1.2171385994,Solved
NQ??AChHCOapR_CkPgG,15,29,5,6.0856896169,1.0856896169,1.2171379234,Solved
No?X@OoPca?FAiPPjO_,15,32,5,6.0856894581,1.0856894581,1.2171378916,Solved
N@?hOhCQF??XEH_sqE_,15,31,5,6.0856877722,1.0856877722,1.2171375544,Solved
Nh?WGIacAEgOITA\BD_,15,33,5,6.0856876402,1.0856876402,1.2171375280,Solved
NK?G`?IAQ@gQDRhHOx?,15,30,5,6.0856863755,1.0856863755,1.2171372751,Solved
N??XQICGSokCADCwyOO,15,30,5,6.0856786873,1.0856786873,1.2171357375,Solved
NiO?GcoICCoiAhBYE`O,15,32,5,6.0856763552,1.0856763552,1.2171352710,Solved
NAIC?_HA_ggSHPPSCTG,15,28,5,6.0856750483,1.0856750483,1.2171350097,Solved
N?C?HTO`HWEQ_iR@yH?,15,31,5,6.0856731078,1.0856731078,1.2171346216,Solved
N_GOWWo?WDSQSRXERB?,15,32,5,6.0856675994,1.0856675994,1.2171335199,Solved
N??iQA?TDoAkA[KwSOo,15,31,5,6.0856665882,1.0856665882,1.2171333176,Solved
Ns??GSTR@AeOCaQHl_O,15,31,5,6.0856637553,1.0856637553,1.2171327511,Solved
N@GG@DDOcoaoQPd_sE_,15,31,5,6.0856637011,1.0856637011,1.2171327402,Solved
Ns??WGPG_qhIOiL@lc?,15,32,5,6.0856588471,1.0856588471,1.2171317694,Solved
N_KD?KQHGXE_QXSUOJ_,15,33,5,6.0856553298,1.0856553298,1.2171310660,Solved
NK??XHCaOw?FAWS`sOo,15,30,5,6.0856544545,1.0856544545,1.2171308909,Solved
NBjACC?HWtGK_gHBbAo,15,33,5,6.0856540809,1.0856540809,1.2171308162,Solved
NCSHI?__GjACAtHTGR_,15,31,5,6.0856538021,1.0856538021,1.2171307604,Solved
N@?CAAC@qKBLJoUKTB?,15,31,5,6.0856498272,1.0856498272,1.2171299654,Solved
N?KA?i@PG[W_CEGhsWO,15,29,5,6.0856473946,1.0856473946,1.2171294789,Solved
NQ?OP?H@m?d`OpCqOcW,15,30,5,6.0856430293,1.0856430293,1.2171286059,Solved
N??cQ_[D`QeOOLbOwD_,15,32,5,6.0856419782,1.0856419782,1.2171283956,Solved
NGHCE?HCgD@aKBdABw?,15,29,5,6.0856393182,1.0856393182,1.2171278636,Solved
N?D_OaC?x@SGQFSbOx?,15,30,5,6.0856391227,1.0856391227,1.2171278245,Solved
N?LC??TGhmPiSoQSSCW,15,33,5,6.0856387238,1.0856387238,1.2171277448,Solved
NGCPIQB`SSDCPBKKiB_,15,33,5,6.0856373358,1.0856373358,1.2171274672,Solved
N??GaEG``QiCH`LWZ?O,15,30,5,6.0856347465,1.0856347465,1.2171269493,Solved
NG?WOq@`acGcaAGTeSO,15,30,5,6.0856318413,1.0856318413,1.2171263683,Solved
NoCK_KEGaGeHQLIYIM?,15,34,5,6.0856312045,1.0856312045,1.2171262409,Solved
N?CiCH@K_@`XKHaay`?,15,31,5,6.0856275281,1.0856275281,1.2171255056,Solved
N?C@kODIAIgUb@KIyE?,15,32,5,6.0856274008,1.0856274008,1.2171254802,Solved
N@?l?sQGQHhEaKPOq@g,15,33,5,6.0856238241,1.0856238241,1.2171247648,Solved
N@`LAb?DGUogS_GJdAo,15,33,5,6.0856237883,1.0856237883,1.2171247577,Solved
NaGJKIGc@_?fKW?ehGg,15,32,5,6.0856234274,1.0856234274,1.2171246855,Solved
N?C?iAABPbH`gd[KTg?,15,32,5,6.0856230499,1.0856230499,1.2171246100,Solved
N?GGsPO@giEIP`gI{B?,15,32,5,6.0856222926,1.0856222926,1.2171244585,Solved
Ns??GgbH?sh_C`QKlGO,15,31,5,6.0856216511,1.0856216511,1.2171243302,Solved
N?DH?ADascChYQShME?,15,33,5,6.0856202413,1.0856202413,1.2171240483,Solved
Nh??gUceAGh_GTCZ@TO,15,33,5,6.0856201024,1.0856201024,1.2171240205,Solved
N`C__aDaaWGiQgGUcT_,15,33,5,6.0856201005,1.0856201005,1.2171240201,Solved
N_?{T@HQBCAJCU@heU?,15,34,5,6.0856200997,1.0856200997,1.2171240199,Solved
N?AAoWbJ@gGFaISSuG_,15,33,5,6.0856200985,1.0856200985,1.2171240197,Solved
NhC?WQO`Q_gkGdGy@dO,15,33,5,6.0856200966,1.0856200966,1.2171240193,Solved
NGE?WGOa@aOPG\O\GV?,15,30,5,6.0856189821,1.0856189821,1.2171237964,Solved
N@A?cP_?w\GHR_FDSAo,15,31,5,6.0856170918,1.0856170918,1.2171234184,Solved
NGA@OOT_aagEGS@bb_o,15,30,5,6.0856166359,1.0856166359,1.2171233272,Solved
N@_QWGgPMBAPITgTYK?,15,34,5,6.0856162190,1.0856162190,1.2171232438,Solved
N_C_Okg_YCAdKER?sOg,15,31,5,6.0856131865,1.0856131865,1.2171226373,Solved
N@GOpABOQW@acR`cKCg,15,31,5,6.0856120564,1.0856120564,1.2171224113,Solved
NOOH_o@?iAICHF`FOt?,15,30,5,6.0856087197,1.0856087197,1.2171217439,Solved
NoCGIaG@XEEQKgQEgd_,15,33,5,6.0856086482,1.0856086482,1.2171217296,Solved
Ni??PCUJCIPKP_CFf@O,15,32,5,6.0856070614,1.0856070614,1.2171214123,Solved
NOC?XhQRB_OEGK?r``o,15,32,5,6.0856069637,1.0856069637,1.2171213927,Solved
Ni?GGORHTSQAOpDAdCg,15,32,5,6.0856063135,1.0856063135,1.2171212627,Solved
NHGCGWPEADgagPAhA`W,15,31,5,6.0856060956,1.0856060956,1.2171212191,Solved
N?CHI`Ci?d?jGHaQyOO,15,31,5,6.0856042610,1.0856042610,1.2171208522,Solved
NDQ?XH_SCO?^HEEWWOW,15,32,5,6.0856037562,1.0856037562,1.2171207512,Solved
N@??QDGJShCoD__Xx?o,15,30,5,6.0856034408,1.0856034408,1.2171206882,Solved
NODG?@@GhEI@co@TPSG,15,28,5,6.0856025347,1.0856025347,1.2171205069,Solved
Nh??GQBdQAJOHJIeBd?,15,33,5,6.0856014586,1.0856014586,1.2171202917,Solved
NhG?GiAaq?iOHJAZBd?,15,33,5,6.0856013057,1.0856013057,1.2171202611,Solved
NIACOc`EHGB@PH?edgG,15,30,5,6.0856008030,1.0856008030,1.2171201606,Solved
N??PI?oR?YBW_Naw]@?,15,31,5,6.0855980917,1.0855980917,1.2171196183,Solved
N@G?cTAXCgBcHWQAoQg,15,31,5,6.0855978325,1.0855978325,1.2171195665,Solved
NK??PD?DkKH_M??Zpk?,15,29,5,6.0855973978,1.0855973978,1.2171194796,Solved
Ng??Oed_aIIoIFNCBF?,15,33,5,6.0855940013,1.0855940013,1.2171188003,Solved
N?C@hQAQCG_mJGSQ}?_,15,31,5,6.0855928916,1.0855928916,1.2171185783,Solved
NIA?CC_MAQ?vEWFgCpO,15,31,5,6.0855880906,1.0855880906,1.2171176181,Solved
N??aQA?TDo@kDwI[UO_,15,31,5,6.0855852248,1.0855852248,1.2171170450,Solved
N?@CaQoF@aDoBIGswB_,15,32,5,6.0855839597,1.0855839597,1.2171167919,Solved
N??PYACQL?m?coBRFK?,15,30,5,6.0855813344,1.0855813344,1.2171162669,Solved
N?OaC?K?wmDBKwfCYC_,15,32,5,6.0855798900,1.0855798900,1.2171159780,Solved
N@AI?KYIAGoQERGZWM?,15,32,5,6.0855791006,1.0855791006,1.2171158201,Solved
N?GpAIIC_QqPRDSISIG,15,32,5,6.0855785235,1.0855785235,1.2171157047,Solved
NiO?WgQICGoMB@GYePO,15,32,5,6.0855773743,1.0855773743,1.2171154749,Solved
NG??SMGTHcF?@hbAIGW,15,30,5,6.0855764848,1.0855764848,1.2171152970,Solved
N?ChCHQQCC_`Ct[PTC_,15,31,5,6.0855736519,1.0855736519,1.2171147304,Solved
N@CHG@IPSaAWiOPBsE_,15,31,5,6.0855685046,1.0855685046,1.2171137009,Solved
No?G_O`PpSIccQ@gn?G,15,31,5,6.0855684715,1.0855684715,1.2171136943,Solved
N@??kHHOEOCbFCIsOSo,15,30,5,6.0855663481,1.0855663481,1.2171132696,Solved
N?KL?KQKSHgeWWc@hHG,15,33,5,6.0855605639,1.0855605639,1.2171121128,Solved
Ni?GpAD_qQ?bDEGhfC_,15,33,5,6.0855604761,1.0855604761,1.2171120952,Solved
No??g_cIqwKG`OAhjCO,15,31,5,6.0855576816,1.0855576816,1.2171115363,Solved
N?AGhHgcA_@JIA_hgYO,15,30,5,6.0855504853,1.0855504853,1.2171100971,Solved
NoCGG?dSpOGPdPIoIDG,15,31,5,6.0855495575,1.0855495575,1.2171099115,Solved
N?DCP`@`?M@FIKL`Y@O,15,31,5,6.0855468628,1.0855468628,1.2171093726,Solved
NcWaHa?FGJAS?saBk@o,15,33,5,6.0855426414,1.0855426414,1.2171085283,Solved
NL?GGO_CGEPDPEOtO[O,15,29,5,6.0855411449,1.0855411449,1.2171082290,Solved
NG??GUA`QaZ?BIKcfc?,15,30,5,6.0855407397,1.0855407397,1.2171081479,Solved
N?CgH@DScO`WcoWBuC_,15,31,5,6.0855406883,1.0855406883,1.2171081377,Solved
NoCGAkiOC_?r@MIeM?o,15,32,5,6.0855348189,1.0855348189,1.2171069638,Solved
N_?_C_b@o[I@IDUGRo?,15,29,5,6.0855326583,1.0855326583,1.2171065317,Solved
N`GPGoOOiA@dGEbGoWo,15,31,5,6.0855319894,1.0855319894,1.2171063979,Solved
NB??OMEaQCCbQGGQr_G,15,29,5,6.0855275061,1.0855275061,1.2171055012,Solved
N?CAQI?JHbDKSDl_OpO,15,32,5,6.0855274528,1.0855274528,1.2171054906,Solved
N?AA@?JFpWQPQPLGyD?,15,32,5,6.0855273533,1.0855273533,1.2171054707,Solved
N?GK?ka@JcjCQSdGsI_,15,33,5,6.0855221326,1.0855221326,1.2171044265,Solved
N?DC?KHJ@lGUcKYOuG_,15,33,5,6.0855221316,1.0855221316,1.2171044263,Solved
N_?@@aDaa{GiQgLCfC_,15,33,5,6.0855221295,1.0855221295,1.2171044259,Solved
N_?KL@DWbg?TETETFS?,15,34,5,6.0855221291,1.0855221291,1.2171044258,Solved
N?COQDG`Hcw?H`JPQKO,15,30,5,6.0855217919,1.0855217919,1.2171043584,Solved
N@?QP@?_dO@mPQEKo{?,15,30,5,6.0855208638,1.0855208638,1.2171041728,Solved
N??T?[YMCHgMZ?c@kHG,15,33,5,6.0855207303,1.0855207303,1.2171041461,Solved
NbHKCOcCc?A\AM@UKOW,15,32,5,6.0855193953,1.0855193953,1.2171038791,Solved
NCH@B?GbAdAsF??{_Jo,15,31,5,6.0855182144,1.0855182144,1.2171036429,Solved
N`CgaAA@`E?kI[QFQB_,15,32,5,6.0855175039,1.0855175039,1.2171035008,Solved
NoCOPKaQCc?JHESHhc_,15,32,5,6.0855166084,1.0855166084,1.2171033217,Solved
N??P?v?BhXGga`SAsAg,15,31,5,6.0855144908,1.0855144908,1.2171028982,Solved
NG?a?OO_]_TCBeDp?|?,15,30,5,6.0855110216,1.0855110216,1.2171022043,Solved
NaGHcQCcB??zAMKWGoW,15,32,5,6.0855102187,1.0855102187,1.2171020437,Solved
Ns??G`BE`Gh@GpFGlg?,15,31,5,6.0855101257,1.0855101257,1.2171020251,Solved
N[T?K??A}DAk@WI`eBO,15,33,5,6.0855076278,1.0855076278,1.2171015256,Solved
N?GQGE`PKSrIhOUGmH?,15,34,5,6.0855068927,1.0855068927,1.2171013785,Solved
N_C@G_G`AGEFIU_yG]?,15,30,5,6.0855005226,1.0855005226,1.2171001045,Solved
NI?O?DK_[DBHJQHdFQ?,15,32,5,6.0854957329,1.0854957329,1.2170991466,Solved
NGCCI?RApHaaBGgPw@o,15,31,5,6.0854944293,1.0854944293,1.2170988859,Solved
N??XCORY@_@DOq`Dwo_,15,30,5,6.0854938220,1.0854938220,1.2170987644,Solved
N@QC?Q@CoWcTCiPPke?,15,31,5,6.0854932401,1.0854932401,1.2170986480,Solved
NGE?gWCoD?ANAmOyC]?,15,32,5,6.0854913016,1.0854913016,1.2170982603,Solved
N??PPIKK?QgTRCcPyP?,15,31,5,6.0854899447,1.0854899447,1.2170979889,Solved
