g6,edges,alpha,theta,gap,ratio,theta_ub,status
M?AA@AW[@sEoBSaT?,26,5,5.9641734221,0.9641734221,1.1928346844,6.02299320,Solved
M?AAD?Ws@HtON?TP?,26,5,5.9641620171,0.9641620171,1.1928324034,6.02010335,Solved
M?AA@BOm?yBWi_TO_,27,5,5.9641601324,0.9641601324,1.1928320265,6.02759727,Solved
M?AA@agR?lDoqOgc?,26,5,5.9641600761,0.9641600761,1.1928320152,6.00692999,Solved
M?AAD?cSCcJ_EwA]?,25,5,5.9641522144,0.9641522144,1.1928304429,6.01313484,Solved
M?AA@AOT@wPWIgm_?,25,5,5.9641288478,0.9641288478,1.1928257696,6.01487683,Solved
M?AAD?Wk@wJGBcHh?,26,5,5.9641235923,0.9641235923,1.1928247185,6.04089064,Solved
M?AAD?cmF_BgSWJ__,27,5,5.9641134021,0.9641134021,1.1928226804,6.02275217,Solved
M?AAD?cSDoEoBoUW?,25,5,5.9641008701,0.9641008701,1.1928201740,6.00615190,Solved
M?AAD@omCsIgAwVO?,28,5,5.9640998743,0.9640998743,1.1928199749,6.03353908,Solved
M?AAD?cSDo@wUWN_?,26,5,5.9640962037,0.9640962037,1.1928192407,6.01486931,Solved
M?AE@`DMDPXGL_V??,27,5,5.9640953558,0.9640953558,1.1928190712,6.02970184,Solved
M?AAD?sY?kHK{?Fo?,26,5,5.9640907767,0.9640907767,1.1928181553,6.01776673,Solved
M?AAD@oX?sHgm_Es?,27,5,5.9640907750,0.9640907750,1.1928181550,6.01498517,Solved
M?AAD@oX?sTOROEs?,26,5,5.9640907727,0.9640907727,1.1928181545,6.00981312,Solved
M?AAD@OL@cBgA{ig?,26,5,5.9640907724,0.9640907724,1.1928181545,6.03281544,Solved
M?AA@BOmDSBWDoTQ?,27,5,5.9640769436,0.9640769436,1.1928153887,6.04049001,Solved
M?AA@BOJLoUOUORP?,27,5,5.9640606807,0.9640606807,1.1928121361,6.02499745,Solved
M?AADBOQToCsJ_VO?,27,5,5.9640488528,0.9640488528,1.1928097706,6.04680632,Solved
M?AA@_gaQgCqe_u@?,25,5,5.9640431258,0.9640431258,1.1928086252,6.02438709,Solved
M?AAD?WkAQCdN?Fo?,25,5,5.9640200756,0.9640200756,1.1928040151,6.02087380,Solved
M?AA@BOR@cM_CsuO?,25,5,5.9640188352,0.9640188352,1.1928037670,6.01492295,Solved
M?AAD?oX?kJ_qIRW?,26,5,5.9640184757,0.9640184757,1.1928036951,6.02097330,Solved
M?ABAaGMBWTGPKCb_,27,5,5.9640178844,0.9640178844,1.1928035769,6.04289105,Solved
M?AADBOX?sF_Bwec?,27,5,5.9640101859,0.9640101859,1.1928020372,6.02281564,Solved
M?AAD?oNBW@kqGDo_,27,5,5.9640054535,0.9640054535,1.1928010907,6.04096599,Solved
M?AA@BOi?wAwROk__,25,5,5.9640010200,0.9640010200,1.1928002040,6.00387736,Solved
M?AAD@OJBgTCEoAy?,26,5,5.9639972703,0.9639972703,1.1927994541,6.00949441,Solved
M?AA@BOi?ZPWZ?ca_,26,5,5.9639972683,0.9639972683,1.1927994537,6.01332602,Solved
M?AAD?sXCcz?Doec?,27,5,5.9639972677,0.9639972677,1.1927994535,6.00057151,Solved
M?AAD?WLEoAwXGe__,26,5,5.9639972646,0.9639972646,1.1927994529,6.00053310,Solved
M?AA@agX?kQQqO}??,26,5,5.9639972646,0.9639972646,1.1927994529,6.00096581,Solved
M?AAD?cUDcL_EgUW?,26,5,5.9639972633,0.9639972633,1.1927994527,6.01072461,Solved
M?AAD?cSDoBoakBs?,26,5,5.9639972631,0.9639972631,1.1927994526,6.02569817,Solved
M?AAD?sXEoRODoec?,27,5,5.9639972630,0.9639972630,1.1927994526,6.00076944,Solved
M?AAD?Ws@SCsTOL_?,24,5,5.9639877174,0.9639877174,1.1927975435,6.00356855,Solved
M?AA@AW[AwQWi_TO_,26,5,5.9639874177,0.9639874177,1.1927974835,6.01828154,Solved
M?AA@AWVBgQWi_TO_,27,5,5.9639874164,0.9639874164,1.1927974833,6.00653842,Solved
M?AA@AWT@wQWqOL__,26,5,5.9639874152,0.9639874152,1.1927974830,6.01361764,Solved
M?AAD?Ws@SIgL_Hk?,25,5,5.9639872023,0.9639872023,1.1927974405,6.02059705,Solved
M?AAD?oTBWTOAwRG?,25,5,5.9639839850,0.9639839850,1.1927967970,6.01570620,Solved
M?AAD?oTBWTOAwRW?,26,5,5.9639835599,0.9639835599,1.1927967120,6.02680782,Solved
M?AADBOm@LDoUOVO?,28,5,5.9639731532,0.9639731532,1.1927946306,6.03994604,Solved
M?AA@AWT@c@WJ_sO_,24,5,5.9639642117,0.9639642117,1.1927928423,6.00192949,Solved
M?AA@BOR@c\?FODp?,25,5,5.9639632756,0.9639632756,1.1927926551,6.00486917,Solved
M?AAD@WKaQ}?J_Bp?,27,5,5.9639626901,0.9639626901,1.1927925380,6.02926001,Solved
M?AAD@WHe_tOF_VO?,27,5,5.9639626894,0.9639626894,1.1927925379,6.03179529,Solved
M?AA@agU?lF_gcQQ_,27,5,5.9639626893,0.9639626893,1.1927925379,6.01954641,Solved
M?AB?qQTAJ]?gSV?_,28,5,5.9639626886,0.9639626886,1.1927925377,6.00896368,Solved
M?AAD@OLDoBoBwak?,27,5,5.9639626878,0.9639626878,1.1927925376,6.03643818,Solved
M?AA@agXF_QQDgaS_,27,5,5.9639626865,0.9639626865,1.1927925373,6.03299695,Solved
M?AA@BOiCsBgBwTS?,27,5,5.9639626863,0.9639626863,1.1927925373,6.00727704,Solved
M?AAD@WH`s]?DoUS?,27,5,5.9639626858,0.9639626858,1.1927925372,6.01834652,Solved
M?AAD@oX?sTOVOEs?,27,5,5.9639626853,0.9639626853,1.1927925371,6.01821685,Solved
M?AB?poq?kj_agWQ_,28,5,5.9639626847,0.9639626847,1.1927925369,6.01322970,Solved
M?AEB?c{AwBocWFo?,28,5,5.9639626847,0.9639626847,1.1927925369,6.01391487,Solved
M?AEB?cm@k@[qGN_?,28,5,5.9639626844,0.9639626844,1.1927925369,6.01176403,Solved
M?ABAaQJ?ZPWm?[B?,28,5,5.9639626844,0.9639626844,1.1927925369,6.00697811,Solved
M?AAD@OLDPFOFoA{?,27,5,5.9639626843,0.9639626843,1.1927925369,6.01055404,Solved
M?ABAaGJ@oCke_OF_,26,5,5.9639594256,0.9639594256,1.1927918851,6.04475431,Solved
M?AA@AW[DcEoqOas?,26,5,5.9639207410,0.9639207410,1.1927841482,6.02538271,Solved
M?AA@AWs@cD_aoBU?,24,5,5.9639124251,0.9639124251,1.1927824850,6.00049398,Solved
M?AE@b_U@kF_BWqQ?,28,5,5.9638953746,0.9638953746,1.1927790749,6.02507704,Solved
M?AAD@OM@K@[e_X@_,25,5,5.9638939375,0.9638939375,1.1927787875,6.01737229,Solved
M?AEB?oEBWXCHcCR_,26,5,5.9638914590,0.9638914590,1.1927782918,6.02261706,Solved
M?AADBOY@cB_EoRQ?,25,5,5.9638713784,0.9638713784,1.1927742757,6.00638857,Solved
M?AA@_gaQgCqm_u@?,26,5,5.9638341839,0.9638341839,1.1927668368,6.03192390,Solved
M?AA@agX?kQQ]?qQ?,26,5,5.9638325100,0.9638325100,1.1927665020,6.02590288,Solved
M?ABAaGR?sV?gUPJ?,27,5,5.9638295831,0.9638295831,1.1927659166,6.02984752,Solved
M?AA@AWs@WfO\?As_,26,5,5.9638282571,0.9638282571,1.1927656514,6.03442797,Solved
M?AA@BOJCUROBw}??,27,5,5.9638233026,0.9638233026,1.1927646605,6.04211892,Solved
M?AA@aHMFORO\GDi?,28,5,5.9637626548,0.9637626548,1.1927525310,6.03927548,Solved
M?AAD?oU?kPDN?RW?,25,5,5.9637401846,0.9637401846,1.1927480369,6.03489378,Solved
M?AAD?Ws@WUOROAs?,24,5,5.9637162712,0.9637162712,1.1927432542,6.02389661,Solved
M?AAD@OM@KUOBWUQ?,25,5,5.9637109626,0.9637109626,1.1927421925,6.02762617,Solved
M?AA@AWs@sM_JcAt?,27,5,5.9637093246,0.9637093246,1.1927418649,6.03789264,Solved
M?AAD@WKaQ`wN?{@?,27,5,5.9636962432,0.9636962432,1.1927392486,6.04216270,Solved
M?AA@BOJ?{AweOy@?,26,5,5.9636899952,0.9636899952,1.1927379990,6.04694700,Solved
M?AA@BOLBoBoBoqS?,26,5,5.9636802756,0.9636802756,1.1927360551,6.03239673,Solved
M?AAD@OX@cV?AwFo?,25,5,5.9636708957,0.9636708957,1.1927341791,6.00472003,Solved
M?AA@BOR@cAYuO^??,26,5,5.9636686437,0.9636686437,1.1927337287,6.01516373,Solved
M?AA@aoX?kPI}?ec?,27,5,5.9636686200,0.9636686200,1.1927337240,6.02186881,Solved
M?AA@BOT@THgF_k`?,26,5,5.9636625091,0.9636625091,1.1927325018,6.01921015,Solved
M?AAD?oU?\HKN?L`?,26,5,5.9636605585,0.9636605585,1.1927321117,6.03658580,Solved
M?AADBOIdoDoFODS?,26,5,5.9636525462,0.9636525462,1.1927305092,6.07242413,Solved
M?AA@AWT@SAw{?Bo_,25,5,5.9636416433,0.9636416433,1.1927283287,6.00611073,Solved
M?AA@BOm?{Bgi_TO_,27,5,5.9636403339,0.9636403339,1.1927280668,6.05534062,Solved
M?AEB?WHMoBW^?N_?,28,5,5.9636334139,0.9636334139,1.1927266828,6.02042453,Solved
M?AA@BOBloFOV?VO?,27,5,5.9636334137,0.9636334137,1.1927266827,6.03322191,Solved
M?AA@AW[?{F_AsuO?,26,5,5.9636334133,0.9636334133,1.1927266827,6.05626999,Solved
M?AA@BOBloFOUOVO?,27,5,5.9636334127,0.9636334127,1.1927266825,6.04395379,Solved
M?AA@BOTDOBGasFo?,25,5,5.9636305965,0.9636305965,1.1927261193,6.00832799,Solved
M?AA@BOJDcFOTORQ?,26,5,5.9636296942,0.9636296942,1.1927259388,6.01251895,Solved
M?AAD?oT@wFORGA{?,26,5,5.9636274639,0.9636274639,1.1927254928,6.02079909,Solved
M?AAD@OIDcM_AwFo?,25,5,5.9636148272,0.9636148272,1.1927229654,6.03509391,Solved
M?AA@AOFBoBWi_TO_,25,5,5.9635974706,0.9635974706,1.1927194941,6.01116144,Solved
M?AA@?Ws@g@iaqm_?,25,5,5.9635894828,0.9635894828,1.1927178966,6.01179267,Solved
M?AA@aHiBGAoU?ea?,24,5,5.9635766365,0.9635766365,1.1927153273,6.00186269,Solved
M?AA@BOm?{IgBoi`?,27,5,5.9635764986,0.9635764986,1.1927152997,6.02306921,Solved
M?AADBOk`LF_V?RS?,28,5,5.9635430532,0.9635430532,1.1927086106,6.04041058,Solved
M?AAF@SDrgFOi_ai?,29,5,5.9635382018,0.9635382018,1.1927076404,6.02921098,Solved
M?AAD@WHcouORON_?,27,5,5.9635242381,0.9635242381,1.1927048476,6.03060513,Solved
M?AAD@oT?sPSJ_Bw?,26,5,5.9635235142,0.9635235142,1.1927047028,6.01686692,Solved
M?AA@aHiAoAoXGe__,25,5,5.9635235128,0.9635235128,1.1927047026,6.01087170,Solved
M?AAD@OJ@cROUOHH_,25,5,5.9635235111,0.9635235111,1.1927047022,6.01156334,Solved
M?AAD?oT@[BoagBw?,26,5,5.9635235099,0.9635235099,1.1927047020,6.00828162,Solved
M?AADBOQPgDOV?HK?,24,5,5.9635174714,0.9635174714,1.1927034943,6.00980462,Solved
M?AA@BOi?wDoTOBw?,25,5,5.9634876943,0.9634876943,1.1926975389,6.05793385,Solved
M?ABAaGJ?wROHWOF_,26,5,5.9634821691,0.9634821691,1.1926964338,6.01525233,Solved
M?ABAaGJ@wTGDgOF_,27,5,5.9634821657,0.9634821657,1.1926964331,6.00409154,Solved
M?ABAaGM@wROHWOF_,27,5,5.9634821650,0.9634821650,1.1926964330,6.02075912,Solved
M?AEAGoIEoHccSGb_,26,5,5.9634821631,0.9634821631,1.1926964326,6.01820832,Solved
M?AA@AOYAwIgi_Ds?,25,5,5.9634805656,0.9634805656,1.1926961131,6.00948284,Solved
M?AA@AOY?kBguORW?,25,5,5.9634802679,0.9634802679,1.1926960536,6.00415394,Solved
M?AA@BORCcFOuOJg?,26,5,5.9634599924,0.9634599924,1.1926919985,6.03817738,Solved
M?AA@BOR@o@[J_kc?,25,5,5.9634532569,0.9634532569,1.1926906514,6.01700888,Solved
M?AADAoX?s@YUO^??,26,5,5.9634483070,0.9634483070,1.1926896614,6.03217318,Solved
M?AAD@OIAw@sk_Do?,24,5,5.9634449635,0.9634449635,1.1926889927,6.00896096,Solved
M?AADAoYAXAwF_m_?,27,5,5.9634422790,0.9634422790,1.1926884558,6.03774279,Solved
M?AAD@oT?sPSL_Bw?,26,5,5.9634308663,0.9634308663,1.1926861733,6.04133005,Solved
M?AAD@OXCoUOA[VO?,25,5,5.9634045009,0.9634045009,1.1926809002,6.00186262,Solved
M?AAD?oq?k@[RO\@?,25,5,5.9633963250,0.9633963250,1.1926792650,6.00985953,Solved
M?AA@BOL@sIgqOi`?,26,5,5.9633888378,0.9633888378,1.1926777676,6.00984619,Solved
M?AA@?WsBWHgk_Jc?,25,5,5.9633756820,0.9633756820,1.1926751364,6.01144681,Solved
M?AAD?oU?kHDAwN_?,25,5,5.9633589425,0.9633589425,1.1926717885,6.02312759,Solved
M?AA@BORBoDSBoTP?,26,5,5.9633520473,0.9633520473,1.1926704095,6.01016803,Solved
M?AAD?Ws@SCeTON_?,25,5,5.9633508102,0.9633508102,1.1926701620,6.02617224,Solved
M?AA@BOL@sTOuOTP?,27,5,5.9633333746,0.9633333746,1.1926666749,6.01482166,Solved
M?AA@AW[DSL_coTQ?,26,5,5.9633116663,0.9633116663,1.1926623333,6.00123000,Solved
M?AAD@OX@XTOAsce?,26,5,5.9633108665,0.9633108665,1.1926621733,6.00943292,Solved
M?AAD@OM?mJ_BgiI?,26,5,5.9633107047,0.9633107047,1.1926621409,6.04231233,Solved
M?AAD?oT@sEoaKBw?,26,5,5.9633038508,0.9633038508,1.1926607702,6.01489207,Solved
M?AA@BOm?uIgBoi`?,27,5,5.9633035208,0.9633035208,1.1926607042,6.01849946,Solved
M?AA@AOU@g@TROeo?,24,5,5.9633028935,0.9633028935,1.1926605787,6.00527767,Solved
M?AA@BORBoQWBweo?,27,5,5.9633019713,0.9633019713,1.1926603943,6.00459601,Solved
M?ABAaGEb@|?N?Db?,27,5,5.9633019710,0.9633019710,1.1926603942,6.01163501,Solved
M?AA@_gs?YeoV?ga_,26,5,5.9633019706,0.9633019706,1.1926603941,6.01993530,Solved
M?AA@aHY@dHgm?\G?,27,5,5.9633019700,0.9633019700,1.1926603940,6.01031658,Solved
M?AAD?oNBo@sQWL__,27,5,5.9633019696,0.9633019696,1.1926603939,6.00600621,Solved
M?AAD?oU?kPDRW^??,26,5,5.9633019695,0.9633019695,1.1926603939,6.01814708,Solved
M?AA@BORDcTOUOJg?,26,5,5.9633019693,0.9633019693,1.1926603939,6.00731992,Solved
M?AA@BOVBoDSBoTP?,27,5,5.9633019693,0.9633019693,1.1926603939,6.00054798,Solved
M?AA@AWT@c@WRO{@?,24,5,5.9633019149,0.9633019149,1.1926603830,6.00652828,Solved
M?AA@AWT@SQWZ?sQ?,25,5,5.9632993556,0.9632993556,1.1926598711,6.03560557,Solved
M?AAD?Ws@WHgm_Hk?,26,5,5.9632954999,0.9632954999,1.1926591000,6.01613821,Solved
M?AA@ags?k@Ym_TH?,27,5,5.9632944492,0.9632944492,1.1926588898,6.02965297,Solved
M?AA@BOZ?]Aw]?cs?,27,5,5.9632944475,0.9632944475,1.1926588895,6.00688232,Solved
M?AA@BOmDSAwFoTQ?,28,5,5.9632944467,0.9632944467,1.1926588893,6.01472002,Solved
M?AA@BOmDSBgFoTQ?,28,5,5.9632944427,0.9632944427,1.1926588885,6.02066472,Solved
M?AA@BOm?]IgFoi`?,28,5,5.9632944423,0.9632944423,1.1926588885,6.00814495,Solved
M?AA@BOJ?{AwuOy@?,27,5,5.9632944421,0.9632944421,1.1926588884,6.01543159,Solved
M?AA@BOmDSBWFoTQ?,28,5,5.9632944418,0.9632944418,1.1926588884,6.00616686,Solved
M?AA@AWVBgHgM_aq?,27,5,5.9632944417,0.9632944417,1.1926588883,6.00229041,Solved
M?AA@BOmDSBoFoTQ?,28,5,5.9632944412,0.9632944412,1.1926588882,6.01854332,Solved
M?AA@aHw?sZ?\GDk?,27,5,5.9632908917,0.9632908917,1.1926581783,6.03935878,Solved
M?AA@BOR@oUOcsJg?,26,5,5.9632846479,0.9632846479,1.1926569296,6.02812085,Solved
M?AA@AOFBoEoqORW?,25,5,5.9632810757,0.9632810757,1.1926562151,6.02017902,Solved
M?AA@BOT@oXGJ_as?,25,5,5.9632490748,0.9632490748,1.1926498150,6.01460453,Solved
M?AAD?oq?UK`e_RW?,25,5,5.9632462417,0.9632462417,1.1926492483,6.00569582,Solved
M?AAD@oIaWQPF_Bw?,26,5,5.9632254745,0.9632254745,1.1926450949,6.02368174,Solved
M?AAD?WHN_UOQSAu?,26,5,5.9631954011,0.9631954011,1.1926390802,6.01188405,Solved
M?AAD?oU?kF_qGRW?,25,5,5.9631875456,0.9631875456,1.1926375091,6.03996359,Solved
M?AAD?oU@wEoAwQX?,26,5,5.9631820125,0.9631820125,1.1926364025,6.03513926,Solved
M?ABA_geAwROPKGR_,27,5,5.9631762721,0.9631762721,1.1926352544,6.03757405,Solved
M?AA@BOi?sDccoDs?,25,5,5.9631698391,0.9631698391,1.1926339678,6.02503285,Solved
M?AAD@WHcsEoTOuC?,27,5,5.9631479597,0.9631479597,1.1926295919,6.02936474,Solved
M?AA@AWTDS]?VOBp?,27,5,5.9631144787,0.9631144787,1.1926228957,6.01661859,Solved
M?AAD@OX@cROFOA{?,25,5,5.9630904290,0.9630904290,1.1926180858,6.02144136,Solved
M?AA@BOTDoTOROBw?,26,5,5.9630711557,0.9630711557,1.1926142311,6.01540350,Solved
M?AAD?wT?]JGi_{A?,27,5,5.9630686658,0.9630686658,1.1926137332,6.02222223,Solved
M?AA@AOFBoEoQWuO?,25,5,5.9630681815,0.9630681815,1.1926136363,6.01691617,Solved
M?AAD@oI_wV?ROBw?,26,5,5.9630654223,0.9630654223,1.1926130845,6.06742348,Solved
M?AA@AWT@wHgaok`?,26,5,5.9630649651,0.9630649651,1.1926129930,6.02389795,Solved
M?AA@_gs?kH_qOc`?,23,5,5.9630635240,0.9630635240,1.1926127048,6.00112643,Solved
M?AA@?WsBgUOBSJc?,25,5,5.9630495157,0.9630495157,1.1926099031,6.00344718,Solved
M?AA@aHYDoROLgXH?,28,5,5.9630467288,0.9630467288,1.1926093458,6.03767396,Solved
M?AAD?WLBoKcDoe`?,26,5,5.9630464315,0.9630464315,1.1926092863,6.02438238,Solved
M?AAD?wT?y@wk_{@?,27,5,5.9630458588,0.9630458588,1.1926091718,6.06363075,Solved
M?AA@AW[AwQWqOL__,26,5,5.9630187448,0.9630187448,1.1926037490,6.00015863,Solved
M?AA@AOTBoBgaoic?,25,5,5.9629957954,0.9629957954,1.1925991591,6.01561046,Solved
M?AA@?WsBWQWJcm_?,26,5,5.9629947571,0.9629947571,1.1925989514,6.03660382,Solved
M?AA@AWs@g@wJ_aq?,25,5,5.9629947481,0.9629947481,1.1925989496,6.04232129,Solved
M?AA@_gaU_Kam_He?,26,5,5.9629798397,0.9629798397,1.1925959679,6.02278359,Solved
M?AA@AWs@SI`aoN_?,25,5,5.9629780434,0.9629780434,1.1925956087,6.00362630,Solved
M?AAD?WHJg\?SSaa_,26,5,5.9629775808,0.9629775808,1.1925955162,6.03026577,Solved
M?AAD@WHe_tON?TP?,27,5,5.9629773213,0.9629773213,1.1925954643,6.04673939,Solved
M?AAD?oU?kF_RWqI?,26,5,5.9629653632,0.9629653632,1.1925930726,6.04891900,Solved
M?AAD?oU@wEoBwQX?,27,5,5.9629647980,0.9629647980,1.1925929596,6.04203134,Solved
M?AA@AOq?wEoBWeo?,24,5,5.9629431506,0.9629431506,1.1925886301,6.00191045,Solved
M?AA@AOFBgROAwJg?,25,5,5.9629429448,0.9629429448,1.1925885890,6.02219658,Solved
M?AA@BOTDOBWDqas?,26,5,5.9629419969,0.9629419969,1.1925883994,6.02107862,Solved
M?AAD@WKaQ|?N?Db?,27,5,5.9629356391,0.9629356391,1.1925871278,6.06056203,Solved
M?AAD?wT?y@wm_{@?,28,5,5.9629348765,0.9629348765,1.1925869753,6.05749022,Solved
M?AAD?oq?UBoZ?LE?,25,5,5.9628987959,0.9628987959,1.1925797592,6.00600435,Solved
M?AAD@OXCsUOFOA{?,26,5,5.9628982613,0.9628982613,1.1925796523,6.02172080,Solved
M?AAD@OXCoTOAwHi?,25,5,5.9628895250,0.9628895250,1.1925779050,6.00715388,Solved
M?AA@AW[@sF_AsuO?,26,5,5.9628885109,0.9628885109,1.1925777022,6.00938164,Solved
M?AA@_gw?wUODgAT_,25,5,5.9628881339,0.9628881339,1.1925776268,6.02397968,Solved
M?AAD?oqDSAqROFo?,26,5,5.9628854337,0.9628854337,1.1925770867,6.03002237,Solved
M?AAD?cSDoDoUWFo?,26,5,5.9628846381,0.9628846381,1.1925769276,6.02194282,Solved
M?AAD?sY?sL_DScd?,26,5,5.9628827222,0.9628827222,1.1925765444,6.01566007,Solved
M?AA@BOi?eDcFouO?,26,5,5.9628827194,0.9628827194,1.1925765439,6.00784857,Solved
M?AAD?oTEPV?FOLa?,26,5,5.9628827185,0.9628827185,1.1925765437,6.00768336,Solved
M?AEB?oeEP@kF_Kb?,27,5,5.9628827156,0.9628827156,1.1925765431,6.00349966,Solved
M?AAD@OLDP@sV?Dq?,26,5,5.9628827151,0.9628827151,1.1925765430,6.00271504,Solved
M?AAD?cUDcL_EWeg?,26,5,5.9628827143,0.9628827143,1.1925765429,6.00768382,Solved
M?AEB?WTDOKcDoeP?,26,5,5.9628827137,0.9628827137,1.1925765427,6.01166337,Solved
M?AAD?oq?kPSM_Bw?,25,5,5.9628709845,0.9628709845,1.1925741969,6.01767555,Solved
M?AAD?wX?kHgk_As?,25,5,5.9628519879,0.9628519879,1.1925703976,6.01842151,Solved
M?AA@BORDOEQUOCu?,25,5,5.9628498910,0.9628498910,1.1925699782,6.00924360,Solved
M?AA@BOT@cROA{Jg?,26,5,5.9628454786,0.9628454786,1.1925690957,6.00870228,Solved
M?AAD?wLAQ|?TODb?,27,5,5.9628332217,0.9628332217,1.1925666443,6.03927486,Solved
M?AAD?cSFODoEoEw?,25,5,5.9628316608,0.9628316608,1.1925663322,6.00314172,Solved
M?AAD@OZBgDSBWk__,27,5,5.9628262461,0.9628262461,1.1925652492,6.02886978,Solved
M?AA@bGX?lN?aoe_?,26,5,5.9628259865,0.9628259865,1.1925651973,6.03303168,Solved
M?AAD?sX?sTOCsVO?,26,5,5.9628003309,0.9628003309,1.1925600662,6.01946547,Solved
M?AAD@OXCoTOFOA{?,25,5,5.9627917553,0.9627917553,1.1925583511,6.00783085,Solved
M?AAD@oX?w@Wk_ec?,25,5,5.9627749287,0.9627749287,1.1925549857,6.06717502,Solved
M?AA@?WsAWTOcqJc?,25,5,5.9627730425,0.9627730425,1.1925546085,6.00747915,Solved
M?AAD?oTFOTOAwVO?,26,5,5.9627703109,0.9627703109,1.1925540622,6.02729633,Solved
M?AAD?oq?uHgDce_?,25,5,5.9627555494,0.9627555494,1.1925511099,6.00181565,Solved
M?AAD?oqDSCqTOVO?,26,5,5.9627484048,0.9627484048,1.1925496810,6.01433198,Solved
M?AA@bGX?lN?e_as?,27,5,5.9627453322,0.9627453322,1.1925490664,6.03706874,Solved
M?AB?oYsEBN?HSJE?,28,5,5.9627442712,0.9627442712,1.1925488542,6.03236494,Solved
M?AAD?WX@kTOTOEs?,26,5,5.9627355312,0.9627355312,1.1925471062,6.02393865,Solved
M?AA@BOi@c@gF_TS?,24,5,5.9627346986,0.9627346986,1.1925469397,6.02831719,Solved
M?AA@AOY?UFORODs?,24,5,5.9627296800,0.9627296800,1.1925459360,6.01156206,Solved
M?AAD?oT@sEoagBw?,26,5,5.9627278597,0.9627278597,1.1925455719,6.00641450,Solved
M?AAD?oT?kDQqG}??,25,5,5.9627046160,0.9627046160,1.1925409232,6.00441223,Solved
M?AAD?oqAaB_aiBw?,25,5,5.9626955895,0.9626955895,1.1925391179,6.00874555,Solved
M?AAD@OXCoTOA{Hi?,26,5,5.9626761899,0.9626761899,1.1925352380,6.01204447,Solved
M?AAD?Ws@WUOBoRP?,25,5,5.9626727592,0.9626727592,1.1925345518,6.03188221,Solved
M?AAD@OLFOPSDoN_?,26,5,5.9626704762,0.9626704762,1.1925340952,6.03416191,Solved
M?AA@_gsAW@YM_Ci?,24,5,5.9626656613,0.9626656613,1.1925331323,6.01529526,Solved
M?AAD?oq?VHgDc\A?,26,5,5.9626627744,0.9626627744,1.1925325549,6.01725077,Solved
M?AA@BOT@oTOVOBw?,26,5,5.9626591943,0.9626591943,1.1925318389,6.00703432,Solved
M?AA@BOTDoTOVOBw?,27,5,5.9626568358,0.9626568358,1.1925313672,6.00718707,Solved
M?AEB?cuBgBWFoaY?,29,5,5.9626567487,0.9626567487,1.1925313497,6.03143779,Solved
M?AEB?WHHw]?eSBp?,28,5,5.9626567482,0.9626567482,1.1925313496,6.04175583,Solved
M?AEB?cm@kBWaY}??,29,5,5.9626567440,0.9626567440,1.1925313488,6.03113128,Solved
M?AE@`HKg]N?N_{A?,30,5,5.9626567425,0.9626567425,1.1925313485,6.01660625,Solved
M?AAD@WHdcHguCN_?,28,5,5.9626073423,0.9626073423,1.1925214685,6.02887418,Solved
M?AADBOF@SI`Eom_?,26,5,5.9626059785,0.9626059785,1.1925211957,6.03120772,Solved
M?AAD@OmDSBgAw\?_,27,5,5.9626049176,0.9626049176,1.1925209835,6.04032564,Solved
M?AAD@Oi@g@XJ_Fo?,25,5,5.9626033013,0.9626033013,1.1925206603,6.01454305,Solved
M?AA@bGX?kPQF_wA_,26,5,5.9626032684,0.9626032684,1.1925206537,6.02125721,Solved
M?AAD?w[CSboTOBs?,27,5,5.9625926666,0.9625926666,1.1925185333,6.03288383,Solved
M?AAD?sXCcAwec}??,27,5,5.9625884271,0.9625884271,1.1925176854,6.02846340,Solved
M?AADAoY?eH`e_Fo?,26,5,5.9625754410,0.9625754410,1.1925150882,6.04528176,Solved
M?AA@aHw?kv?F_\G?,27,5,5.9625745800,0.9625745800,1.1925149160,6.03561890,Solved
M?AA@aH[@[\?DgBs?,27,5,5.9625691095,0.9625691095,1.1925138219,6.02854761,Solved
M?AA@BOR@cIge_Bg?,24,5,5.9625663608,0.9625663608,1.1925132722,6.02064363,Solved
M?AAD?Ws@gDOROHK?,23,5,5.9625558527,0.9625558527,1.1925111705,6.00043874,Solved
M?AE@`HRFOUADg^??,28,5,5.9625515671,0.9625515671,1.1925103134,6.03072641,Solved
M?AAD`KJ`[N?cgsE?,29,5,5.9625515635,0.9625515635,1.1925103127,6.01628117,Solved
M?AAF@cE_yM_ag}??,28,5,5.9625515608,0.9625515608,1.1925103122,6.03570706,Solved
M?AAD`gD`wUOqCRP?,28,5,5.9625515601,0.9625515601,1.1925103120,6.03425283,Solved
M?AAD?oq?kTOFOTP?,25,5,5.9625413957,0.9625413957,1.1925082791,6.02414202,Solved
M?AA@AW[DcL_aoRQ?,26,5,5.9625387737,0.9625387737,1.1925077547,6.02516554,Solved
M?AAD?WHJ_EoccBq?,25,5,5.9625346464,0.9625346464,1.1925069293,6.00897075,Solved
M?AA@AW\BoQWi_TO_,27,5,5.9625120164,0.9625120164,1.1925024033,6.03284448,Solved
M?AAD@oR?s@[L_kc?,26,5,5.9624950948,0.9624950948,1.1924990190,6.02640374,Solved
M?AA@AWs@WAXBoi_?,24,5,5.9624823687,0.9624823687,1.1924964737,6.00930270,Solved
M?AAD?oqCsAqROFo?,26,5,5.9624815418,0.9624815418,1.1924963084,6.02016955,Solved
