g6,edges,alpha,theta,gap,ratio,theta_ub,status
M?AA@BOR@c@[e_UO?,24,5,5.9964995824,0.9964995824,1.1992999165,6.02935344,Solved
M?AA@bGX?kDoccwA?,25,5,5.9964085389,0.9964085389,1.1992817078,6.02900277,Solved
M?AAD?sXDcPSESDo?,26,5,5.9962742502,0.9962742502,1.1992548500,6.04259426,Solved
M?AAD@OXCoTOFOAs?,24,5,5.9960251304,0.9960251304,1.1992050261,6.03669335,Solved
M?AAD@oT?sPSDo}??,26,5,5.9959313612,0.9959313612,1.1991862722,6.08057935,Solved
M?AAD?oFAgPSm_Bw?,26,5,5.9958401203,0.9958401203,1.1991680241,6.06580713,Solved
M?AA@BORCSF?DOBg?,22,5,5.9957890549,0.9957890549,1.1991578110,6.01107760,Solved
M?AA@_gaRGAou?ca?,23,5,5.9957646489,0.9957646489,1.1991529298,6.03852497,Solved
M?AA@_gaRGAo{?ca?,23,5,5.9953759628,0.9953759628,1.1990751926,6.02423423,Solved
M?AA@_gaRGAom?ci?,24,5,5.9953737001,0.9953737001,1.1990747400,6.04524324,Solved
M?AA@_gaRGQODgu??,23,5,5.9950917459,0.9950917459,1.1990183492,6.01458447,Solved
M?AA@_gaRGQODg}??,24,5,5.9950442777,0.9950442777,1.1990088555,6.02899982,Solved
M?AAD@OI@cH_BgCt?,23,5,5.9945925846,0.9945925846,1.1989185169,6.00929459,Solved
M?AAD@OIAWBOHgCe?,22,5,5.9945274777,0.9945274777,1.1989054955,6.00891888,Solved
M?AAD?Ws@SCeTON??,24,5,5.9944809461,0.9944809461,1.1988961892,6.05529660,Solved
M?AA@AOQ@wEoTODs?,24,5,5.9942936921,0.9942936921,1.1988587384,6.01349198,Solved
M?AAD?w[?UI`Foi`?,27,5,5.9942282889,0.9942282889,1.1988456578,6.07772987,Solved
M?AA@AWT@c@W]?QQ?,23,5,5.9942158422,0.9942158422,1.1988431684,6.04308477,Solved
M?AA@_gs?wPOBoTH?,24,5,5.9942076631,0.9942076631,1.1988415326,6.01649921,Solved
M?AA@BOR?sV?Bocs?,25,5,5.9942058244,0.9942058244,1.1988411649,6.01944738,Solved
M?AA@AWT@c@hao{??,24,5,5.9940922328,0.9940922328,1.1988184466,6.03330528,Solved
M?AA@_gaRGQOu?Dk?,24,5,5.9940898435,0.9940898435,1.1988179687,6.03432248,Solved
M?AAD?oU?kPDN?BW?,24,5,5.9940892702,0.9940892702,1.1988178540,6.05432977,Solved
M?AA@_gaRGQODk}??,25,5,5.9940476590,0.9940476590,1.1988095318,6.03932945,Solved
M?AAD?oU?kF_qGBW?,24,5,5.9940431928,0.9940431928,1.1988086386,6.06424311,Solved
M?AAD?oU?kF_BWqI?,25,5,5.9939925643,0.9939925643,1.1987985129,6.06717808,Solved
M?AAD@OIAWBOBgce?,23,5,5.9939029732,0.9939029732,1.1987805946,6.01593504,Solved
M?AA@BORCcF?BgTO?,23,5,5.9936227174,0.9936227174,1.1987245435,6.03169684,Solved
M?AAD?oqAgBoBoaa?,24,5,5.9936163979,0.9936163979,1.1987232796,6.03725754,Solved
M?AA@_gaQWCocIm??,23,5,5.9935094159,0.9935094159,1.1987018832,6.03162471,Solved
M?AAD?oFAgVOBwai?,27,5,5.9934996762,0.9934996762,1.1986999352,6.07034242,Solved
M?AAD@OIAWQOHgDo?,22,5,5.9934148570,0.9934148570,1.1986829714,6.00858068,Solved
M?AA@_gaRGAqu?ca?,24,5,5.9932509694,0.9932509694,1.1986501939,6.05790452,Solved
M?AAD@OIAWQPF_Bw?,24,5,5.9931519716,0.9931519716,1.1986303943,6.04327024,Solved
M?AA@_gaRGAq{?ca?,24,5,5.9931354697,0.9931354697,1.1986270939,6.03700331,Solved
M?AA@agw?sPWTGDc?,25,5,5.9930470562,0.9930470562,1.1986094112,6.02971480,Solved
M?AAD?Ws@gDOTOHg?,23,5,5.9930297661,0.9930297661,1.1986059532,6.03099934,Solved
M?AA@BOR@o@sk_TO?,24,5,5.9930159882,0.9930159882,1.1986031976,6.04858233,Solved
M?AAD?Ws@gDOTOHk?,24,5,5.9927217508,0.9927217508,1.1985443502,6.04489282,Solved
M?AAD?WHM_@YJ_m_?,25,5,5.9927049820,0.9927049820,1.1985409964,6.06269013,Solved
M?AA@_gaRGV?Dcci?,25,5,5.9926297339,0.9926297339,1.1985259468,6.06076769,Solved
M?AAD?wFF_TOBqTP?,28,5,5.9926119293,0.9926119293,1.1985223859,6.07732367,Solved
M?AA@_gs?wPOBsTH?,25,5,5.9924406066,0.9924406066,1.1984881213,6.02127455,Solved
M?AAD?oq?e@o\?ag?,23,5,5.9923622293,0.9923622293,1.1984724459,6.00860535,Solved
M?AA@aHiBGAoEa{??,24,5,5.9922105121,0.9922105121,1.1984421024,6.03082014,Solved
M?AA@BOi@cH_EOBg?,22,5,5.9921718198,0.9921718198,1.1984343640,6.00686643,Solved
M?AA@BOi@cH_UOBg?,23,5,5.9921493914,0.9921493914,1.1984298783,6.01812723,Solved
M?AADBOF@S\?TOAw?,25,5,5.9920407404,0.9920407404,1.1984081481,6.05051011,Solved
M?AAD?oq?UAoROTA?,23,5,5.9919574995,0.9919574995,1.1983914999,6.01432809,Solved
M?AA@AOU@gPOROBg?,22,5,5.9919184354,0.9919184354,1.1983836871,6.00728725,Solved
M?AA@AOU@g@WQWm_?,23,5,5.9917860692,0.9917860692,1.1983572138,6.02052593,Solved
M?AA@BORDOAWTOkc?,24,5,5.9917187976,0.9917187976,1.1983437595,6.03115880,Solved
M?AAD?oTBoTOAwQW?,25,5,5.9915933979,0.9915933979,1.1983186796,6.05608336,Solved
M?AA@AOY?kRGN?QY?,24,5,5.9915857394,0.9915857394,1.1983171479,6.02617296,Solved
M?AAD?w[?UtODoTB?,27,5,5.9914866569,0.9914866569,1.1982973314,6.05970940,Solved
M?AA@AOU@SIgaoYG?,23,5,5.9912601012,0.9912601012,1.1982520202,6.01118968,Solved
M?AA@BORDOBGCqkc?,24,5,5.9912364856,0.9912364856,1.1982472971,6.03075467,Solved
M?AAD@oX?[BGm?ac?,24,5,5.9912041082,0.9912041082,1.1982408216,6.03864208,Solved
M?AAD?oqAa@cH_N??,22,5,5.9911716434,0.9911716434,1.1982343287,6.00290144,Solved
M?AAD?WHJ_@WV?k_?,23,5,5.9911625540,0.9911625540,1.1982325108,6.02098880,Solved
M?AADBOY@cB_RODc?,24,5,5.9910148918,0.9910148918,1.1982029784,6.04289958,Solved
M?AAD@OX@oROAwJG?,24,5,5.9909015811,0.9909015811,1.1981803162,6.03597854,Solved
M?AAD?oq?kF_AwRG?,24,5,5.9909009380,0.9909009380,1.1981801876,6.03400480,Solved
M?AAD?Ws?[UOROHk?,25,5,5.9908889741,0.9908889741,1.1981777948,6.04817798,Solved
M?AAD@OMAwTOBWHg?,25,5,5.9908645682,0.9908645682,1.1981729136,6.05430257,Solved
M?AAD?w[?UtOFoTB?,28,5,5.9908631944,0.9908631944,1.1981726389,6.06254002,Solved
M?AA@?Ws@g@Wi_TO_,23,5,5.9908172312,0.9908172312,1.1981634462,6.00504702,Solved
M?AA@BORDOBGDocc?,23,5,5.9907402379,0.9907402379,1.1981480476,6.04059141,Solved
M?AA@AOU@SIgYGeo?,24,5,5.9907128919,0.9907128919,1.1981425784,6.02676061,Solved
M?AA@AWs@c@WJc\@?,25,5,5.9907109059,0.9907109059,1.1981421812,6.03138397,Solved
M?AA@AWs@gDOAoTP?,23,5,5.9907000569,0.9907000569,1.1981400114,6.00484943,Solved
M?AA@agwAg@WJ_Dg?,24,5,5.9906665294,0.9906665294,1.1981333059,6.04926086,Solved
M?AAD@WLCs]?ROAs?,26,5,5.9906460679,0.9906460679,1.1981292136,6.02064848,Solved
M?AAD?Ws?[CeM_RO?,24,5,5.9905493870,0.9905493870,1.1981098774,6.03533723,Solved
M?AAD@oI_w@sTOy??,25,5,5.9905459355,0.9905459355,1.1981091871,6.06177725,Solved
M?AA@AOq?wDODoRG?,22,5,5.9904908055,0.9904908055,1.1980981611,6.00344512,Solved
M?AAD?oq?UI_I`RO?,23,5,5.9904467860,0.9904467860,1.1980893572,6.01676545,Solved
M?AA@AOU@SL_EoTQ?,24,5,5.9904366969,0.9904366969,1.1980873394,6.02744513,Solved
M?AADAoY?[AYROM_?,25,5,5.9904361483,0.9904361483,1.1980872297,6.05753235,Solved
M?AAD?Ws@SAh\?Hc?,24,5,5.9904340756,0.9904340756,1.1980868151,6.04229032,Solved
M?AAD?w[CS@iDoTA?,25,5,5.9904252425,0.9904252425,1.1980850485,6.04081266,Solved
M?AAD?oq?wRORODs?,25,5,5.9904239909,0.9904239909,1.1980847982,6.05057148,Solved
M?AADAoY?wHcCsm_?,26,5,5.9903307330,0.9903307330,1.1980661466,6.05875819,Solved
M?AA@agwAg@WM_Ck?,24,5,5.9902704106,0.9902704106,1.1980540821,6.04608540,Solved
M?AAD?Ws?[FOROHg?,24,5,5.9902559071,0.9902559071,1.1980511814,6.03983378,Solved
M?AADBOF@cCsQQ]??,25,5,5.9902555227,0.9902555227,1.1980511045,6.06600169,Solved
M?AAD@OXCTV?F_Do?,25,5,5.9902364929,0.9902364929,1.1980472986,6.05064801,Solved
M?AAD@oI_w@sSS}??,26,5,5.9902242463,0.9902242463,1.1980448493,6.06563369,Solved
M?AA@AWT@SYGF_As?,24,5,5.9901873929,0.9901873929,1.1980374786,6.02716637,Solved
M?AA@AWT@SYGF_as?,25,5,5.9901872333,0.9901872333,1.1980374467,6.04263459,Solved
M?AAD?Ws?[FOROHk?,25,5,5.9901849696,0.9901849696,1.1980369939,6.04832559,Solved
M?AAD@oI_w@sTO}??,26,5,5.9901849585,0.9901849585,1.1980369917,6.06390792,Solved
M?AAD?w[CSI`DoBs?,26,5,5.9901842067,0.9901842067,1.1980368413,6.06361539,Solved
M?AAD?w[CSI`FoBs?,27,5,5.9901835829,0.9901835829,1.1980367166,6.07290960,Solved
M?AA@AOq?wFORGDo?,23,5,5.9901360479,0.9901360479,1.1980272096,6.02248488,Solved
M?AAD?oq?UAoRGi_?,23,5,5.9901177072,0.9901177072,1.1980235414,6.01835953,Solved
M?AADBOY@cB_DoQQ?,24,5,5.9901153906,0.9901153906,1.1980230781,6.04778466,Solved
M?AAD?oq?UHgDci_?,24,5,5.9901054168,0.9901054168,1.1980210834,6.02879100,Solved
M?AA@AOU@SPWZ?TQ?,24,5,5.9901044548,0.9901044548,1.1980208910,6.03100636,Solved
M?AA@AWT@SYGL_as?,25,5,5.9901019820,0.9901019820,1.1980203964,6.05977827,Solved
M?AA@agwAgBOaoDg?,24,5,5.9900964013,0.9900964013,1.1980192803,6.04360857,Solved
M?AA@BOi?e@se_TS?,25,5,5.9900605757,0.9900605757,1.1980121151,6.03820628,Solved
M?AAD@oT@sAwA{ic?,28,5,5.9900212885,0.9900212885,1.1980042577,6.05252202,Solved
M?AA@agwAg@WM_Dg?,24,5,5.9899644657,0.9899644657,1.1979928931,6.06325503,Solved
M?AA@agwAg@WM_Dk?,25,5,5.9899519008,0.9899519008,1.1979903802,6.05424306,Solved
M?AA@AOU?kDOTOYI?,23,5,5.9899026499,0.9899026499,1.1979805300,6.00492896,Solved
M?AADBOF@S\?TOJG?,25,5,5.9898221153,0.9898221153,1.1979644231,6.04854878,Solved
M?AAD?oX?kJ_AwQI?,24,5,5.9898203745,0.9898203745,1.1979640749,6.05731141,Solved
M?AADBOF@SROTOBw?,26,5,5.9898159292,0.9898159292,1.1979631858,6.06250576,Solved
M?AA@agwAg@oEcao?,24,5,5.9897765537,0.9897765537,1.1979553107,6.01016045,Solved
M?AA@aHiBGAoU?ca?,23,5,5.9897639330,0.9897639330,1.1979527866,6.02134531,Solved
M?AADBOY@WAoBoca?,24,5,5.9897625509,0.9897625509,1.1979525102,6.04511530,Solved
M?AA@agwAg@oEcaq?,25,5,5.9896944193,0.9896944193,1.1979388839,6.01625630,Solved
M?AA@AOU@SAhZ?eo?,24,5,5.9896709713,0.9896709713,1.1979341943,6.02538646,Solved
M?AA@AWT@S@YsON_?,25,5,5.9896644832,0.9896644832,1.1979328966,6.03384640,Solved
M?AA@AOU@SL_TQeo?,25,5,5.9896387605,0.9896387605,1.1979277521,6.03254206,Solved
M?AA@AWT@SYGN_as?,26,5,5.9896312707,0.9896312707,1.1979262541,6.04523162,Solved
M?AAD?sX?s\?Docc?,25,5,5.9895985969,0.9895985969,1.1979197194,6.06149546,Solved
M?AA@BOi?wAWUOJG?,23,5,5.9895518277,0.9895518277,1.1979103655,6.04120308,Solved
M?AA@AOY?kXGFOJg?,24,5,5.9895333520,0.9895333520,1.1979066704,6.03109794,Solved
M?AA@BOL?UV?J_qS?,25,5,5.9895236892,0.9895236892,1.1979047378,6.04958913,Solved
M?AA@AWs@S@iTOEo?,24,5,5.9895213429,0.9895213429,1.1979042686,6.05388229,Solved
M?AAD@OM@KTOBoEQ?,24,5,5.9895206792,0.9895206792,1.1979041358,6.04355225,Solved
M?AAD?oq?kHcBoi_?,24,5,5.9894806124,0.9894806124,1.1978961225,6.06183794,Solved
M?AADb_R?sL_KcBg?,26,5,5.9894626549,0.9894626549,1.1978925310,6.06979133,Solved
M?AA@AOFBOEoUODq?,24,5,5.9894040916,0.9894040916,1.1978808183,6.00611734,Solved
M?AAD?oq?wTORODs?,25,5,5.9893744836,0.9893744836,1.1978748967,6.06637383,Solved
M?AAD?WkAQCpBo^??,25,5,5.9893508227,0.9893508227,1.1978701645,6.06165857,Solved
M?AA@AWT@cHHao]??,24,5,5.9893088885,0.9893088885,1.1978617777,6.06349093,Solved
M?AADBOF@c@sQQ]??,25,5,5.9892478021,0.9892478021,1.1978495604,6.07605030,Solved
M?AA@BORDOBGDacc?,23,5,5.9891560932,0.9891560932,1.1978312186,6.00854953,Solved
M?AAD?oqAaB_Bgaa?,23,5,5.9891425573,0.9891425573,1.1978285115,6.02739526,Solved
M?AAD?oq?e@oRGm_?,24,5,5.9891349752,0.9891349752,1.1978269950,6.05683818,Solved
M?AA@AOFBOFORODq?,24,5,5.9891349738,0.9891349738,1.1978269948,6.04212908,Solved
M?AA@AODBO@Wi_RW?,22,5,5.9891349736,0.9891349736,1.1978269947,6.00125047,Solved
M?AA@AOYAg@WUOIi?,23,5,5.9891349707,0.9891349707,1.1978269941,6.02143368,Solved
M?AA@AOYAg@Wi_RW?,23,5,5.9891349707,0.9891349707,1.1978269941,6.02841407,Solved
M?AAD?sX?s\?DoeC?,25,5,5.9891277063,0.9891277063,1.1978255413,6.07479132,Solved
M?AAD?sX?s\?Doec?,26,5,5.9891116892,0.9891116892,1.1978223378,6.06974754,Solved
M?AAD?oU?k@kqG\??,24,5,5.9891037473,0.9891037473,1.1978207495,6.04268340,Solved
M?AAD?oq?wAYROm_?,25,5,5.9890815610,0.9890815610,1.1978163122,6.06405539,Solved
M?AADBOF@SUOTOBw?,26,5,5.9890733534,0.9890733534,1.1978146707,6.08674128,Solved
M?AAD?Ws@cD_ROHg?,23,5,5.9890695367,0.9890695367,1.1978139073,6.04498114,Solved
M?AAD?w[AWTODoAs?,25,5,5.9890691760,0.9890691760,1.1978138352,6.02557986,Solved
M?AAD?w[AwAwi_As?,26,5,5.9890690679,0.9890690679,1.1978138136,6.04202470,Solved
M?AAD@OXCcBgM_As?,24,5,5.9890599054,0.9890599054,1.1978119811,6.04295028,Solved
M?AA@aHJAgBOg_BO_,23,5,5.9889990644,0.9889990644,1.1977998129,6.01209848,Solved
M?AA@agwAgBOaoFC?,24,5,5.9889972882,0.9889972882,1.1977994576,6.04747736,Solved
M?AAD?oLAo@SF_qK?,24,5,5.9889696584,0.9889696584,1.1977939317,6.04538386,Solved
M?AAD?oq?wHgDsm_?,26,5,5.9889441627,0.9889441627,1.1977888325,6.06809755,Solved
M?AAD?oU?kM_BWqI?,25,5,5.9889421281,0.9889421281,1.1977884256,6.05393958,Solved
M?AAD@oIagV?FOAq?,25,5,5.9889395469,0.9889395469,1.1977879094,6.08580641,Solved
M?AA@AOFBOAwi_RW?,24,5,5.9888925399,0.9888925399,1.1977785080,6.03052929,Solved
M?AA@BOi@c@gJ_qQ?,24,5,5.9888390944,0.9888390944,1.1977678189,6.04281354,Solved
M?AADBOY@SB_BoTQ?,25,5,5.9888370424,0.9888370424,1.1977674085,6.06639683,Solved
M?AAD?oq?kHcFOm_?,25,5,5.9887874578,0.9887874578,1.1977574916,6.05525664,Solved
M?AA@AWT@SPW]?sQ?,25,5,5.9887770468,0.9887770468,1.1977554094,6.05808828,Solved
M?AAD@oIagV?FOAY?,25,5,5.9887678235,0.9887678235,1.1977535647,6.06550552,Solved
M?AAD@oIagV?FOAy?,26,5,5.9887479124,0.9887479124,1.1977495825,6.07491799,Solved
M?AADBOF@SN?BoTQ?,26,5,5.9886945773,0.9886945773,1.1977389155,6.07543148,Solved
M?AADBOF@S\?TOJg?,26,5,5.9886863832,0.9886863832,1.1977372766,6.06381708,Solved
M?AA@agLE_@WJ_QS?,24,5,5.9886072109,0.9886072109,1.1977214422,6.04349472,Solved
M?AA@ags?sCoqOAs?,24,5,5.9885477776,0.9885477776,1.1977095555,6.02609503,Solved
M?AA@AWT@SYGZ?as?,25,5,5.9885474122,0.9885474122,1.1977094824,6.04538186,Solved
M?AA@BOi?wFOTOBw?,25,5,5.9884164134,0.9884164134,1.1976832827,6.05686199,Solved
M?AADBOF@SIgm_Bw?,27,5,5.9884042698,0.9884042698,1.1976808540,6.07598800,Solved
M?AAD?Ws@cD_ROHk?,24,5,5.9883825424,0.9883825424,1.1976765085,6.05523535,Solved
M?AAD@OX@cBoAwRQ?,25,5,5.9883429779,0.9883429779,1.1976685956,6.03435754,Solved
M?AA@_gaRGV?Dgcg?,24,5,5.9882908627,0.9882908627,1.1976581725,6.02773952,Solved
M?AA@AOU@gPOQWBg?,22,5,5.9882579921,0.9882579921,1.1976515984,6.00544538,Solved
M?AAD?oq?wAwRGm_?,25,5,5.9881971153,0.9881971153,1.1976394231,6.06002284,Solved
M?AAD?oq?UBOX@RO?,23,5,5.9881541174,0.9881541174,1.1976308235,6.02011105,Solved
M?AA@AWT@SY@F_As?,24,5,5.9881222235,0.9881222235,1.1976244447,6.03474013,Solved
M?AA@agLE_@WJ_qS?,25,5,5.9881080593,0.9881080593,1.1976216119,6.05462305,Solved
M?AAD@oIagUOFOBg?,25,5,5.9880986884,0.9880986884,1.1976197377,6.06468447,Solved
M?AA@AOFBOTOTOBg?,23,5,5.9880331086,0.9880331086,1.1976066217,6.02091678,Solved
M?AAD@OX@cROFOAs?,24,5,5.9880327827,0.9880327827,1.1976065565,6.04474599,Solved
M?AA@agwAgBOaoFc?,25,5,5.9879179693,0.9879179693,1.1975835939,6.03966511,Solved
M?AAD?oq?wAYRGe_?,24,5,5.9879014017,0.9879014017,1.1975802803,6.05183533,Solved
M?AADBOF@SI`Awe_?,25,5,5.9878525839,0.9878525839,1.1975705168,6.05977433,Solved
M?AAD?oTEoBoBoac?,25,5,5.9877798776,0.9877798776,1.1975559755,6.04581269,Solved
M?AAD?oqAYJ_Dcm_?,26,5,5.9877783128,0.9877783128,1.1975556626,6.06319522,Solved
M?AADBOY@SB_DQHg?,24,5,5.9877619841,0.9877619841,1.1975523968,6.06859525,Solved
M?AADBOF@SI`Bok_?,25,5,5.9876345001,0.9876345001,1.1975269000,6.06932037,Solved
M?AA@aHwAgBOi_Dc?,24,5,5.9875809702,0.9875809702,1.1975161940,6.03907724,Solved
M?AA@BOR@o@[F_cc?,24,5,5.9875647452,0.9875647452,1.1975129490,6.04416059,Solved
M?AA@BOi@cB_BoaQ?,23,5,5.9875180695,0.9875180695,1.1975036139,6.01421919,Solved
M?AAD@OIAWBOHgCu?,23,5,5.9874808128,0.9874808128,1.1974961626,6.01288478,Solved
M?AAD?Ws@gDOHgTP?,24,5,5.9874739823,0.9874739823,1.1974947965,6.02502623,Solved
M?AAD@OIAWQPL_Bw?,24,5,5.9874628408,0.9874628408,1.1974925682,6.02145818,Solved
M?AAD?w[CSIgF_BS?,25,5,5.9874587733,0.9874587733,1.1974917547,6.06792668,Solved
M?AAD?oT?kL_AwQI?,24,5,5.9874220242,0.9874220242,1.1974844048,6.03240979,Solved
M?AA@AOU@gPWBWF_?,23,5,5.9874154854,0.9874154854,1.1974830971,6.00503489,Solved
M?AA@AWs?[tOTOEo?,25,5,5.9874143541,0.9874143541,1.1974828708,6.05380386,Solved
M?AA@AWT@c@haoN??,24,5,5.9874101644,0.9874101644,1.1974820329,6.04066770,Solved
M?AA@BOi?wROTOBw?,25,5,5.9873887515,0.9873887515,1.1974777503,6.04410201,Solved
M?AA@agwAgBOFcaq?,26,5,5.9873632666,0.9873632666,1.1974726533,6.05378197,Solved
M?AA@?WsAW@qk_ao?,23,5,5.9873529426,0.9873529426,1.1974705885,6.00210289,Solved
M?AAD?oLAo@SJ_QK?,23,5,5.9873414151,0.9873414151,1.1974682830,6.00444729,Solved
M?AA@BOR@o@sk_FO?,24,5,5.9873413512,0.9873413512,1.1974682702,6.02958028,Solved
M?AAD@OIAWBOBwce?,24,5,5.9873192664,0.9873192664,1.1974638533,6.02078323,Solved
M?AAD?Ws@gDOHkTP?,25,5,5.9873184039,0.9873184039,1.1974636808,6.02965705,Solved
M?AA@BORCcF?BgVO?,24,5,5.9872711948,0.9872711948,1.1974542390,6.02787378,Solved
M?AA@aHw?s@qTGm??,25,5,5.9872679269,0.9872679269,1.1974535854,6.05788642,Solved
M?AAD@OIAWQOEoBw?,23,5,5.9872679027,0.9872679027,1.1974535805,6.01683036,Solved
M?AA@BOTDO@WFOJG?,23,5,5.9872460075,0.9872460075,1.1974492015,6.00320161,Solved
M?AA@agXE_BOAsHa?,24,5,5.9872421237,0.9872421237,1.1974484247,6.04417081,Solved
M?AAD?oX?sZ?agDo?,24,5,5.9872237464,0.9872237464,1.1974447493,6.00114076,Solved
M?AA@aHw?sTOTGDc?,25,5,5.9872162506,0.9872162506,1.1974432501,6.06077289,Solved
M?AAD?oX?sZ?Doak?,25,5,5.9871786361,0.9871786361,1.1974357272,6.00982184,Solved
M?AA@BOR@o@sk_VO?,25,5,5.9871575239,0.9871575239,1.1974315048,6.04266698,Solved
M?AAD?oX?sAw}?ak?,26,5,5.9871538537,0.9871538537,1.1974307707,6.01314826,Solved
M?AA@AOFBOAwm_RW?,25,5,5.9871500769,0.9871500769,1.1974300154,6.03969761,Solved
M?AAD?cS?sZ?acDo?,23,5,5.9871246699,0.9871246699,1.1974249340,6.00174275,Solved
M?AAD@OX?sPSDou??,24,5,5.9871246693,0.9871246693,1.1974249339,6.01837928,Solved
M?AAD@oT?s@kiCJ_?,25,5,5.9871246680,0.9871246680,1.1974249336,6.01434745,Solved
M?ABAaG[?sChN?Bo?,25,5,5.9871246676,0.9871246676,1.1974249335,6.02490688,Solved
M?AAD@OX?sQQBgV??,24,5,5.9871246667,0.9871246667,1.1974249333,6.01648336,Solved
M?AAD?cS?sZ?Doic?,24,5,5.9871159075,0.9871159075,1.1974231815,6.01167530,Solved
M?AAD@OX?sPSDo}??,25,5,5.9871152329,0.9871152329,1.1974230466,6.03628581,Solved
M?AAD@OX?sZ?Doak?,25,5,5.9871151471,0.9871151471,1.1974230294,6.02143322,Solved
M?AAD@oX?sZ?Doak?,26,5,5.9871151179,0.9871151179,1.1974230236,6.02212770,Solved
M?AAD@WKeOigL_m_?,27,5,5.9871093189,0.9871093189,1.1974218638,6.02930264,Solved
M?AAD@OJDcM_BWig?,26,5,5.9871093181,0.9871093181,1.1974218636,6.05091683,Solved
M?AA@AWFB_@Xk_RO_,25,5,5.9871093154,0.9871093154,1.1974218631,6.04494815,Solved
M?AAD?oU@kIgqGm_?,26,5,5.9871093153,0.9871093153,1.1974218631,6.01653396,Solved
M?AAD@oT?s@kiCN??,25,5,5.9871048617,0.9871048617,1.1974209723,6.04451287,Solved
M?AAD@OX?sQQBg^??,25,5,5.9871039337,0.9871039337,1.1974207867,6.02269236,Solved
M?AAD?oTDoPSF_Bw?,26,5,5.9871027813,0.9871027813,1.1974205563,6.03909415,Solved
M?AA@BOR@oBGJgkc?,25,5,5.9871025056,0.9871025056,1.1974205011,6.01979377,Solved
M?AAD@Oi@WROCqVO?,25,5,5.9871005102,0.9871005102,1.1974201020,6.02786552,Solved
M?AA@BOR@oBWBwcs?,26,5,5.9870989232,0.9870989232,1.1974197846,6.00452685,Solved
M?AAD?cUDcM_EgQY?,26,5,5.9870986215,0.9870986215,1.1974197243,6.02689647,Solved
M?AAD@WKaQ}?EoLa?,27,5,5.9870972275,0.9870972275,1.1974194455,6.02388950,Solved
M?AAD@OJBgTCBWDp?,26,5,5.9870972260,0.9870972260,1.1974194452,6.03100598,Solved
M?AAD?sX?sUOUOA{?,26,5,5.9870972256,0.9870972256,1.1974194451,6.01703535,Solved
M?AA@_wwAg@WFcia?,26,5,5.9870972253,0.9870972253,1.1974194451,6.03869588,Solved
M?AADAoY?ihcL_N_?,27,5,5.9870972243,0.9870972243,1.1974194449,6.02360875,Solved
M?AA@aHX?kBQYAm??,25,5,5.9870972243,0.9870972243,1.1974194449,6.02408302,Solved
M?AADAoY?ihcJ_N_?,27,5,5.9870972241,0.9870972241,1.1974194448,6.00462211,Solved
M?AAD@oT?s@kiCN_?,26,5,5.9870972239,0.9870972239,1.1974194448,6.02507736,Solved
M?AAD?oUCsIgqGL__,26,5,5.9870972236,0.9870972236,1.1974194447,6.01384170,Solved
M?AAD@WHcsEoTOqD?,27,5,5.9870972232,0.9870972232,1.1974194446,6.01760137,Solved
M?AA@BOR@o@sUOkc?,25,5,5.9870739808,0.9870739808,1.1974147962,6.02889696,Solved
M?AA@AW[?Uj_k_RO_,26,5,5.9870739610,0.9870739610,1.1974147922,6.04774281,Solved
M?AAD?cS?sUOVOA{?,25,5,5.9870731964,0.9870731964,1.1974146393,6.01691682,Solved
M?AAD@OX?sUOVOA{?,26,5,5.9870731954,0.9870731954,1.1974146391,6.03190869,Solved
M?AAD?oT?kV?akBw?,26,5,5.9870729172,0.9870729172,1.1974145834,6.03087633,Solved
M?AAD@oX?sAw}?ak?,27,5,5.9870726476,0.9870726476,1.1974145295,6.02756740,Solved
M?AADBOJDcCsRO}??,27,5,5.9870720008,0.9870720008,1.1974144002,6.04097299,Solved
M?AAD@oI_w@[m?TS?,26,5,5.9870708779,0.9870708779,1.1974141756,6.05813844,Solved
M?AA@BOR?\N?Eocs?,26,5,5.9870697557,0.9870697557,1.1974139511,6.03183002,Solved
M?AAD?oTDoBoBWak?,26,5,5.9870648100,0.9870648100,1.1974129620,6.04531072,Solved
M?AA@aHY?sAqm?XI?,26,5,5.9870622250,0.9870622250,1.1974124450,6.02862332,Solved
M?AA@BOBloTOFOTP?,27,5,5.9870615654,0.9870615654,1.1974123131,6.05386599,Solved
M?AAD@OJ@cM_BYig?,26,5,5.9870601934,0.9870601934,1.1974120387,6.03337265,Solved
M?AADBOMDS@sFOTQ?,27,5,5.9870601548,0.9870601548,1.1974120310,6.06193083,Solved
M?AAD@OX?sQQ^?Bw?,26,5,5.9870582891,0.9870582891,1.1974116578,6.02164391,Solved
M?AA@aHMBGAseay@?,27,5,5.9870582667,0.9870582667,1.1974116533,6.04268473,Solved
M?AAD?oUEPIgm_La?,27,5,5.9870582634,0.9870582634,1.1974116527,6.01917696,Solved
M?AAD@OJBgTCBwDp?,27,5,5.9870582629,0.9870582629,1.1974116526,6.04400077,Solved
M?AAD@oX?sUOA{VO?,27,5,5.9870582618,0.9870582618,1.1974116524,6.04161339,Solved
M?AA@agTDCeoqO^??,27,5,5.9870582612,0.9870582612,1.1974116522,6.02048476,Solved
M?AB?oYsEBN?HSNA?,28,5,5.9870582612,0.9870582612,1.1974116522,6.02598878,Solved
M?AA@aHX?lV?ecyA?,28,5,5.9870582598,0.9870582598,1.1974116520,6.00792300,Solved
