g6,edges,alpha,theta,gap,ratio,theta_ub,status
L?AA@AWT@wYGJ`,22,5,5.7422244868,0.7422244868,1.1484448974,5.80307196,Solved
L?AAD@Oi@gAwN_,21,5,5.7417626961,0.7417626961,1.1483525392,5.80617366,Solved
L?AAD?WkAQF_Bs,21,5,5.7417626959,0.7417626959,1.1483525392,5.80222371,Solved
L?AA@BOR@cN?qQ,21,5,5.7417626938,0.7417626938,1.1483525388,5.80206043,Solved
L?AAD?oU?k@k^?,21,5,5.7417626937,0.7417626937,1.1483525387,5.80188544,Solved
L?AAD?Ws@c@WVO,20,5,5.7416556117,0.7416556117,1.1483311223,5.80383777,Solved
L?AA@AWs@[FOao,21,5,5.7415947404,0.7415947404,1.1483189481,5.81179246,Solved
L?AA@?Ws@g@Wm_,19,5,5.7415937531,0.7415937531,1.1483187506,5.81133010,Solved
L?AADBOF@SM_Bg,21,5,5.7415783278,0.7415783278,1.1483156656,5.80734858,Solved
L?AAD@OI?wCsDs,20,5,5.7415571443,0.7415571443,1.1483114289,5.80116248,Solved
L?AA@qoX?[BowA,22,5,5.7413825669,0.7413825669,1.1482765134,5.82629443,Solved
L?AAD?oU@kHKN?,21,5,5.7413676672,0.7413676672,1.1482735334,5.82877624,Solved
L?AAD?oU?kF_RW,21,5,5.7413262703,0.7413262703,1.1482652541,5.80601671,Solved
L?AADb_M?s@s^?,23,5,5.7412659889,0.7412659889,1.1482531978,5.81898420,Solved
L?AAD?Ws?[DQVO,21,5,5.7410644358,0.7410644358,1.1482128872,5.80162707,Solved
L?AA@agwAgBODg,20,5,5.7410503957,0.7410503957,1.1482100791,5.80043192,Solved
L?AAD?wX?sIgCs,21,5,5.7409881865,0.7409881865,1.1481976373,5.80172598,Solved
L?AAD@oDdSIgM_,22,5,5.7407980586,0.7407980586,1.1481596117,5.80363652,Solved
L?AA@BOR@o@sUO,20,5,5.7404775972,0.7404775972,1.1480955194,5.80337313,Solved
L?AAD?W[@S@i^?,21,5,5.7403695404,0.7403695404,1.1480739081,5.80058349,Solved
L?AAD?w[?UBoi_,21,5,5.7401563692,0.7401563692,1.1480312738,5.80162019,Solved
L?AADAoY?eJ_TO,21,5,5.7401370342,0.7401370342,1.1480274068,5.80274216,Solved
L?AAD?w[?UI`i`,22,5,5.7400666384,0.7400666384,1.1480133277,5.81650379,Solved
L?AA@AOU@wEoRW,21,5,5.7398857511,0.7398857511,1.1479771502,5.80141776,Solved
L?AEB?cEF_DoAy,22,5,5.7395482220,0.7395482220,1.1479096444,5.81294742,Solved
L?AADAoYAWBOCq,20,5,5.7394949573,0.7394949573,1.1478989915,5.80351036,Solved
L?AAD?oq?UCqe_,20,5,5.7394817691,0.7394817691,1.1478963538,5.81591240,Solved
L?AAD@oX?kROac,21,5,5.7393892207,0.7393892207,1.1478778441,5.80102334,Solved
L?AAD?oqAaCoM_,19,5,5.7393683517,0.7393683517,1.1478736703,5.82112968,Solved
L?AA@AWFB_@WM_,19,5,5.7393625245,0.7393625245,1.1478725049,5.80291450,Solved
L?AA@AW[?UJ_UO,20,5,5.7393625219,0.7393625219,1.1478725044,5.80427386,Solved
L?AAD@OM?wPSDo,20,5,5.7392886950,0.7392886950,1.1478577390,5.81708788,Solved
L?AADBOY@WBOBo,20,5,5.7392636803,0.7392636803,1.1478527361,5.82769606,Solved
L?AA@agwAgBoDc,21,5,5.7392156007,0.7392156007,1.1478431201,5.80960509,Solved
L?AAD?Ws?[J_Hc,20,5,5.7391312804,0.7391312804,1.1478262561,5.82728823,Solved
L?AA@AWs?wDOBS,19,5,5.7390901750,0.7390901750,1.1478180350,5.81165390,Solved
L?AA@?Ws@WQWm_,20,5,5.7390382647,0.7390382647,1.1478076529,5.81137704,Solved
L?AA@aHw@oBOHH,20,5,5.7389579845,0.7389579845,1.1477915969,5.80447828,Solved
L?AA@AWT@c]?aS,20,5,5.7389496752,0.7389496752,1.1477899350,5.80361307,Solved
L?AAD?Ws@SCqDQ,20,5,5.7389277620,0.7389277620,1.1477855524,5.81052882,Solved
L?AAD?w[?YBoKa,21,5,5.7387088078,0.7387088078,1.1477417616,5.81041827,Solved
L?AAD@oIagAwAw,21,5,5.7386469958,0.7386469958,1.1477293992,5.80020131,Solved
L?AAD@OI?wUOBw,20,5,5.7386237060,0.7386237060,1.1477247412,5.80128338,Solved
L?AAD?WU@c@oHk,20,5,5.7386188501,0.7386188501,1.1477237700,5.80849016,Solved
L?AAD?oq?kF_TO,20,5,5.7384988164,0.7384988164,1.1476997633,5.81045367,Solved
L?AADAoY?wAwRO,21,5,5.7384515838,0.7384515838,1.1476903168,5.80837557,Solved
L?AAD@oKagBwBw,23,5,5.7384101058,0.7384101058,1.1476820212,5.80154705,Solved
L?AAD@OJ@o@ki_,20,5,5.7383322128,0.7383322128,1.1476664426,5.82375810,Solved
L?AADbGX@cAsy?,22,5,5.7382628597,0.7382628597,1.1476525719,5.80225195,Solved
L?AAD?oT?kV?aM,21,5,5.7382256373,0.7382256373,1.1476451275,5.80142887,Solved
L?AAD?w[?UtOTB,23,5,5.7380969843,0.7380969843,1.1476193969,5.80915178,Solved
L?AAD?oT?kTA^?,21,5,5.7380514811,0.7380514811,1.1476102962,5.80917965,Solved
L?AAD?wX?sAwy?,21,5,5.7379590341,0.7379590341,1.1475918068,5.81264592,Solved
L?AAD?oFBo@wm_,22,5,5.7378137120,0.7378137120,1.1475627424,5.80360821,Solved
L?AAD?oX?k@wQY,21,5,5.7378107856,0.7378107856,1.1475621571,5.80404784,Solved
L?AAD?oX?kBWac,20,5,5.7375363021,0.7375363021,1.1475072604,5.83548440,Solved
L?AA@AOFBOAwN_,20,5,5.7374632234,0.7374632234,1.1474926447,5.80737561,Solved
L?AAD@Oi@WBODo,19,5,5.7373634383,0.7373634383,1.1474726877,5.81927648,Solved
L?AA@aHi@oI_Dg,20,5,5.7373634358,0.7373634358,1.1474726872,5.83216743,Solved
L?AADAoLAWBOBo,20,5,5.7373634324,0.7373634324,1.1474726865,5.81250065,Solved
L?AADBOQPoB_Bg,20,5,5.7373457493,0.7373457493,1.1474691499,5.81147199,Solved
L?AAD?w[?URO\?,21,5,5.7373245151,0.7373245151,1.1474649030,5.80529082,Solved
L?AADAoX?w@WN_,21,5,5.7373245111,0.7373245111,1.1474649022,5.80295361,Solved
L?AAD@OM?[JGHh,21,5,5.7373245102,0.7373245102,1.1474649020,5.80345097,Solved
L?AAD?w[?UBgk_,21,5,5.7373126852,0.7373126852,1.1474625370,5.80935181,Solved
L?AAD?w[?YBoi_,21,5,5.7372106595,0.7372106595,1.1474421319,5.81751027,Solved
L?AAD@OM?wPSFo,21,5,5.7370888047,0.7370888047,1.1474177609,5.80769595,Solved
L?AAD@oT?sUOA{,22,5,5.7370550163,0.7370550163,1.1474110033,5.80234712,Solved
L?AA@_wiAg@oaq,21,5,5.7368292460,0.7368292460,1.1473658492,5.80257521,Solved
L?AAD@OXCcBgAs,20,5,5.7367713141,0.7367713141,1.1473542628,5.80141027,Solved
L?AA@agYAgPPCk,21,5,5.7367330548,0.7367330548,1.1473466110,5.80878421,Solved
L?AAD?oTDSAwN?,21,5,5.7367244019,0.7367244019,1.1473448804,5.82065479,Solved
L?AAD?wX?sM_Cs,21,5,5.7366055411,0.7366055411,1.1473211082,5.82139381,Solved
L?AA@aHw?sAqk_,21,5,5.7365289670,0.7365289670,1.1473057934,5.80268389,Solved
L?AADAoU?[F_RO,21,5,5.7363830336,0.7363830336,1.1472766067,5.81811608,Solved
L?AA@AW[@sEoas,22,5,5.7362864786,0.7362864786,1.1472572957,5.80230209,Solved
L?AAD?Ws@K@wk_,20,5,5.7360577962,0.7360577962,1.1472115592,5.80892526,Solved
L?AAD?oFFOIgM_,21,5,5.7360447673,0.7360447673,1.1472089535,5.80441749,Solved
L?AAD?sXCc@YM_,21,5,5.7359802442,0.7359802442,1.1471960488,5.80164682,Solved
L?AA@BOT@o@Wi_,19,5,5.7358739353,0.7358739353,1.1471747871,5.80122053,Solved
L?AADAoX?w@WRO,20,5,5.7357855397,0.7357855397,1.1471571079,5.81236037,Solved
L?AAD?wFF_HgM_,22,5,5.7357292274,0.7357292274,1.1471458455,5.80471817,Solved
L?AA@aHw?sV?HI,21,5,5.7356920687,0.7356920687,1.1471384137,5.80212204,Solved
L?AAD?Ws@SBWHK,20,5,5.7355227532,0.7355227532,1.1471045506,5.80786936,Solved
L?AA@aHi@oI_L_,20,5,5.7354793324,0.7354793324,1.1470958665,5.81590421,Solved
L?AAD@Oi?sEoDo,20,5,5.7352516695,0.7352516695,1.1470503339,5.81923555,Solved
L?AAD@oR?sN?Aw,21,5,5.7351827718,0.7351827718,1.1470365544,5.81077576,Solved
L?AAD@oI_wIgy?,21,5,5.7351537452,0.7351537452,1.1470307490,5.81267408,Solved
L?AAD@oI_wN?Bg,21,5,5.7348940228,0.7348940228,1.1469788046,5.82928500,Solved
L?AAD?oT?kDQBw,21,5,5.7348641140,0.7348641140,1.1469728228,5.80170146,Solved
L?AAD@OM@KJGk_,20,5,5.7348466953,0.7348466953,1.1469693391,5.80374957,Solved
L?AAD@oTDSBgm?,22,5,5.7348235669,0.7348235669,1.1469647134,5.81364000,Solved
L?AA@AWs?[F_FO,20,5,5.7348146592,0.7348146592,1.1469629318,5.81568497,Solved
L?AAD?Wk@WHgBo,20,5,5.7346323713,0.7346323713,1.1469264743,5.81613820,Solved
L?AAD@oIag@[RO,21,5,5.7345918672,0.7345918672,1.1469183734,5.81587242,Solved
L?AA@bGXBW@was,23,5,5.7343377137,0.7343377137,1.1468675427,5.81501452,Solved
L?AA@BOTCcFoJg,22,5,5.7343377119,0.7343377119,1.1468675424,5.82424539,Solved
L?AA@?Ws?[n_m_,22,5,5.7343377118,0.7343377118,1.1468675424,5.81053396,Solved
L?AA@?WsAwDqm_,22,5,5.7343377117,0.7343377117,1.1468675423,5.82605746,Solved
L?AAD?cmBgIKuG,23,5,5.7343377114,0.7343377114,1.1468675423,5.83124621,Solved
L?AA@BOR?\TO}?,22,5,5.7343377112,0.7343377112,1.1468675422,5.82979986,Solved
L?AA@aHX@k]?cc,22,5,5.7343377111,0.7343377111,1.1468675422,5.82139460,Solved
L?AA@AW[?UfOuO,22,5,5.7343377102,0.7343377102,1.1468675420,5.83466833,Solved
L?AA@bGX?[PQZ?,21,5,5.7343377092,0.7343377092,1.1468675418,5.83834553,Solved
L?AA@BOBjgUON_,23,5,5.7343377092,0.7343377092,1.1468675418,5.81840429,Solved
L?AA@?WsAwROJc,21,5,5.7343377089,0.7343377089,1.1468675418,5.83302466,Solved
L?AA@BOREoTOJg,22,5,5.7343377089,0.7343377089,1.1468675418,5.83599720,Solved
L?AA@BORDS^?Jg,23,5,5.7343377088,0.7343377088,1.1468675418,5.82081412,Solved
L?AA@BOuBWTOJg,23,5,5.7343377087,0.7343377087,1.1468675417,5.82147351,Solved
L?AA@bGXCc}?Lg,23,5,5.7343377086,0.7343377086,1.1468675417,5.84542854,Solved
L?AA@AW[@sJGas,22,5,5.7343377082,0.7343377082,1.1468675416,5.83568191,Solved
L?AA@BORCS@s}?,21,5,5.7343377077,0.7343377077,1.1468675415,5.82545634,Solved
L?AA@b_DjgUO}?,24,5,5.7343377077,0.7343377077,1.1468675415,5.80516789,Solved
L?AA@AW[?UvOuO,23,5,5.7343377076,0.7343377076,1.1468675415,5.82768024,Solved
L?AAD?WsCs@yVO,23,5,5.7343377076,0.7343377076,1.1468675415,5.82999724,Solved
L?AA@b_DjgUOAy,24,5,5.7343377075,0.7343377075,1.1468675415,5.81519159,Solved
L?AA@b_DjgUOAZ,24,5,5.7343377072,0.7343377072,1.1468675414,5.81580225,Solved
L?AA@b_DjgUO^?,24,5,5.7343377071,0.7343377071,1.1468675414,5.81882149,Solved
L?AA@BOFbgUOJg,23,5,5.7343377069,0.7343377069,1.1468675414,5.81482099,Solved
L?AA@BOTCsEoic,22,5,5.7343377069,0.7343377069,1.1468675414,5.82985429,Solved
L?AA@BOTDcDsN_,23,5,5.7343377067,0.7343377067,1.1468675413,5.82004268,Solved
L?AA@b_DiYUO\?,23,5,5.7343377063,0.7343377063,1.1468675413,5.81639988,Solved
L?AA@?Ws@[n_m_,23,5,5.7343377058,0.7343377058,1.1468675412,5.81167935,Solved
L?AA@AW[@sPYuO,23,5,5.7343377057,0.7343377057,1.1468675411,5.82859635,Solved
L?AA@aHw?kuO\G,23,5,5.7343377056,0.7343377056,1.1468675411,5.81985643,Solved
L?AAD?W[?UjGm_,22,5,5.7343377055,0.7343377055,1.1468675411,5.84339188,Solved
L?AA@b_DjgUOFg,24,5,5.7343377055,0.7343377055,1.1468675411,5.81319877,Solved
L?AA@BORCS^?Jg,22,5,5.7343377052,0.7343377052,1.1468675410,5.81891290,Solved
L?AA@b_DiYM_ka,24,5,5.7343377050,0.7343377050,1.1468675410,5.81259304,Solved
L?AA@bGXCceo{?,22,5,5.7343377050,0.7343377050,1.1468675410,5.84291511,Solved
L?AAD?W[@sJGAs,21,5,5.7343377047,0.7343377047,1.1468675409,5.83395652,Solved
L?AA@?Ws?[j_m_,21,5,5.7343377046,0.7343377046,1.1468675409,5.82688886,Solved
L?AA@bGHbgUOsC,22,5,5.7343377046,0.7343377046,1.1468675409,5.82169168,Solved
L?AA@AW[@sEoaT,22,5,5.7343004677,0.7343004677,1.1468600935,5.80001840,Solved
L?AADb_R@oBOBo,21,5,5.7342420108,0.7342420108,1.1468484022,5.80493514,Solved
L?AA@aHi@oI_Lg,21,5,5.7340085586,0.7340085586,1.1468017117,5.80605988,Solved
L?AAD@WHdcHgN?,22,5,5.7339610680,0.7339610680,1.1467922136,5.80569761,Solved
L?AAD?Ws@SAhJc,21,5,5.7339088126,0.7339088126,1.1467817625,5.80053634,Solved
L?AADAoMAW@oFO,20,5,5.7338999657,0.7338999657,1.1467799931,5.83655151,Solved
L?AADAoMAW@oVO,21,5,5.7338999638,0.7338999638,1.1467799928,5.81809519,Solved
L?AADAoMAWBoFO,21,5,5.7338934945,0.7338934945,1.1467786989,5.83082490,Solved
L?AADAoMAWBgFo,22,5,5.7338934925,0.7338934925,1.1467786985,5.81180858,Solved
L?AADAoMAWBoFo,22,5,5.7338934871,0.7338934871,1.1467786974,5.80368876,Solved
L?AADAoMAg@oVO,21,5,5.7338934856,0.7338934856,1.1467786971,5.81264146,Solved
L?AB?oYs@WCioI,22,5,5.7337514647,0.7337514647,1.1467502929,5.80056971,Solved
L?AAD?oX?kJGBW,20,5,5.7336486247,0.7336486247,1.1467297249,5.81283327,Solved
L?AADAoYAWBGBo,20,5,5.7336206692,0.7336206692,1.1467241338,5.81234273,Solved
L?AAD?w[?w@im_,22,5,5.7333019835,0.7333019835,1.1466603967,5.81618039,Solved
L?AAD?w[?UROFO,21,5,5.7332921578,0.7332921578,1.1466584316,5.80965107,Solved
L?AADBOF@cHg]?,21,5,5.7328495878,0.7328495878,1.1465699176,5.81641063,Solved
L?AAD@oR?sN?Bw,22,5,5.7327319156,0.7327319156,1.1465463831,5.80346953,Solved
L?AAD?oT@kHKBo,21,5,5.7326724976,0.7326724976,1.1465344995,5.81439408,Solved
L?AA@aHw?kFOm?,21,5,5.7325872209,0.7325872209,1.1465174442,5.80689083,Solved
L?AEB?cEDoEoaX,22,5,5.7325517989,0.7325517989,1.1465103598,5.80163489,Solved
L?AADb_R@oBOFG,21,5,5.7325088265,0.7325088265,1.1465017653,5.80067547,Solved
L?AAD?WkAQEoFo,21,5,5.7320762279,0.7320762279,1.1464152456,5.81120495,Solved
L?AAD@OM?wUOBw,21,5,5.7319062855,0.7319062855,1.1463812571,5.81869165,Solved
L?AAD?oU?kHHFo,21,5,5.7318554732,0.7318554732,1.1463710946,5.80506379,Solved
L?AAD?Wk?YM_L_,20,5,5.7317789846,0.7317789846,1.1463557969,5.81282100,Solved
L?AAD?w[?UBgm_,22,5,5.7317485708,0.7317485708,1.1463497142,5.80042387,Solved
L?AADAoX?wAWM_,20,5,5.7316104265,0.7316104265,1.1463220853,5.80543641,Solved
L?AA@AWT@SF_as,21,5,5.7315139524,0.7315139524,1.1463027905,5.80300465,Solved
L?AADBOJ@LJGRO,22,5,5.7314966854,0.7314966854,1.1462993371,5.80276617,Solved
L?AA@aHYBHROm?,22,5,5.7314616911,0.7314616911,1.1462923382,5.80455506,Solved
L?AE@b_K_w@g]?,21,5,5.7314395238,0.7314395238,1.1462879048,5.80079438,Solved
L?AAD?oqAaF_L_,20,5,5.7313314123,0.7313314123,1.1462662825,5.80933123,Solved
L?AAD?wFF_@wi_,22,5,5.7313178205,0.7313178205,1.1462635641,5.81386541,Solved
L?AA@?Ws@[M_As,20,5,5.7313118211,0.7313118211,1.1462623642,5.80204001,Solved
L?AAD?oX?kHgA{,21,5,5.7312649254,0.7312649254,1.1462529851,5.80664090,Solved
L?AAD?Ws@cCsAs,20,5,5.7310659616,0.7310659616,1.1462131923,5.80154018,Solved
L?AAD@Oi?sAwN_,21,5,5.7309981697,0.7309981697,1.1461996339,5.82778774,Solved
L?AAD?w[?]Boi_,22,5,5.7309127769,0.7309127769,1.1461825554,5.81239003,Solved
L?AAD@oX?sF_cc,21,5,5.7308581466,0.7308581466,1.1461716293,5.81326345,Solved
L?AADBOF@SV?Bw,22,5,5.7308277822,0.7308277822,1.1461655564,5.83524570,Solved
L?AAD?WkAYF_Bo,21,5,5.7306776901,0.7306776901,1.1461355380,5.82681413,Solved
L?AAD?oTDoDoDo,21,5,5.7305452228,0.7305452228,1.1461090446,5.80700517,Solved
L?AAD?Ws?[J_Jc,21,5,5.7305331016,0.7305331016,1.1461066203,5.80153942,Solved
L?AAD?w[CSBWXA,21,5,5.7305269960,0.7305269960,1.1461053992,5.80318379,Solved
L?AA@AWs@g@Wm_,20,5,5.7304492250,0.7304492250,1.1460898450,5.80163302,Solved
L?AA@AWs@W@WFO,19,5,5.7304325054,0.7304325054,1.1460865011,5.80448318,Solved
L?AAD?WkBGIgAe,20,5,5.7303746144,0.7303746144,1.1460749229,5.81036885,Solved
L?AAD@OM?[M_ig,21,5,5.7301694675,0.7301694675,1.1460338935,5.81859177,Solved
L?AAD@OJ@cZ?Hg,20,5,5.7301288512,0.7301288512,1.1460257702,5.80344960,Solved
L?AAD?s[?sAwy?,21,5,5.7301246292,0.7301246292,1.1460249258,5.82722148,Solved
L?AA@agXCcN?Dg,21,5,5.7301208956,0.7301208956,1.1460241791,5.80563983,Solved
L?AAD@oI_wM_Bw,22,5,5.7301072933,0.7301072933,1.1460214587,5.80296978,Solved
L?AAD?oFBo@kM_,21,5,5.7300894510,0.7300894510,1.1460178902,5.82877728,Solved
L?AAD@OJEoCsk_,21,5,5.7300624635,0.7300624635,1.1460124927,5.80004423,Solved
L?AADAoYAW@oFO,20,5,5.7300570483,0.7300570483,1.1460114097,5.80496465,Solved
L?AAD?W[?]F_k_,21,5,5.7300188770,0.7300188770,1.1460037754,5.80296835,Solved
L?AADAoY?eBoM_,21,5,5.7299348166,0.7299348166,1.1459869633,5.81490990,Solved
L?AAD?oqAgBgDo,20,5,5.7298601054,0.7298601054,1.1459720211,5.80357971,Solved
L?AAD?WkAW@qN_,21,5,5.7298318502,0.7298318502,1.1459663700,5.80214804,Solved
L?AAD@OI?{FODs,21,5,5.7298304302,0.7298304302,1.1459660860,5.82089133,Solved
L?AADAoYAWBgBo,21,5,5.7298096612,0.7298096612,1.1459619322,5.81798777,Solved
L?AAD@OM@KJGIg,20,5,5.7296304654,0.7296304654,1.1459260931,5.80385126,Solved
L?AA@AWs@W@wFO,20,5,5.7292797154,0.7292797154,1.1458559431,5.81253582,Solved
L?AAD@oI_wIgm?,21,5,5.7292742038,0.7292742038,1.1458548408,5.84136927,Solved
L?AAD@OJ@c@hL_,20,5,5.7292613173,0.7292613173,1.1458522635,5.80330667,Solved
L?AAD@OM?[M_Hg,20,5,5.7291898794,0.7291898794,1.1458379759,5.81741272,Solved
L?AA@BORDOIgJg,21,5,5.7291515225,0.7291515225,1.1458303045,5.80198367,Solved
L?AAD@oK_w@k\?,21,5,5.7290930139,0.7290930139,1.1458186028,5.81837014,Solved
L?AA@?Ws@gPWm_,20,5,5.7289743574,0.7289743574,1.1457948715,5.80392926,Solved
L?AADBOF@cHH]?,21,5,5.7288426027,0.7288426027,1.1457685205,5.80809668,Solved
L?AA@aHw?lFOm?,22,5,5.7288033048,0.7288033048,1.1457606610,5.80447499,Solved
L?AA@aHw@W@o]?,20,5,5.7285804313,0.7285804313,1.1457160863,5.80630586,Solved
L?AADBOF@cHgm?,21,5,5.7285368973,0.7285368973,1.1457073795,5.80785994,Solved
L?AAD@OM?wVOBw,22,5,5.7285331499,0.7285331499,1.1457066300,5.80423344,Solved
L?AADBOM?[J_RO,21,5,5.7284528438,0.7284528438,1.1456905688,5.80951402,Solved
L?AAD?w[?sBWXA,21,5,5.7281600557,0.7281600557,1.1456320111,5.81065421,Solved
L?AA@AW[@[YGN?,21,5,5.7280513020,0.7280513020,1.1456102604,5.80907268,Solved
L?AAD?w[?[Awi_,21,5,5.7279885378,0.7279885378,1.1455977076,5.80326007,Solved
L?AA@_wwAg@WFc,21,5,5.7277363154,0.7277363154,1.1455472631,5.81317142,Solved
L?AAD?Ws@c@g^?,20,5,5.7277293482,0.7277293482,1.1455458696,5.81532933,Solved
L?AAD?Wk?YM_N_,21,5,5.7277156694,0.7277156694,1.1455431339,5.81540854,Solved
L?AAD@oIagBgAq,21,5,5.7276644573,0.7276644573,1.1455328915,5.80368766,Solved
L?AADAoFBoHgL_,22,5,5.7275683518,0.7275683518,1.1455136704,5.80554907,Solved
L?AADAoMAg@oDo,20,5,5.7275201721,0.7275201721,1.1455040344,5.82019050,Solved
L?AAD?wT?]]?FO,22,5,5.7274653733,0.7274653733,1.1454930747,5.85286904,Solved
L?AAD?WkAW@wN_,21,5,5.7274561732,0.7274561732,1.1454912346,5.82189970,Solved
L?AAD?Ws@SI`At,21,5,5.7273528578,0.7273528578,1.1454705716,5.80509422,Solved
L?AAD@OM?[JGJg,21,5,5.7273491600,0.7273491600,1.1454698320,5.80848493,Solved
L?AAD@W[?wDoBc,21,5,5.7273405789,0.7273405789,1.1454681158,5.80896344,Solved
L?AAD@OM@KJGJg,21,5,5.7273405754,0.7273405754,1.1454681151,5.80020778,Solved
L?AAD?oq?kF_VO,21,5,5.7273362361,0.7273362361,1.1454672472,5.80057138,Solved
L?AAD@OX?sPSN?,20,5,5.7272182549,0.7272182549,1.1454436510,5.81400511,Solved
L?AAD@oIagAwy?,21,5,5.7270950503,0.7270950503,1.1454190101,5.80911468,Solved
L?AAD?wFF_TOBq,23,5,5.7270140762,0.7270140762,1.1454028152,5.80498901,Solved
L?AAD?wFF_Bgi_,22,5,5.7269133860,0.7269133860,1.1453826772,5.81161326,Solved
L?AAD@oI_wBgm?,21,5,5.7268858512,0.7268858512,1.1453771702,5.80609463,Solved
L?AAD@Oi?wFOBw,21,5,5.7267254786,0.7267254786,1.1453450957,5.80292144,Solved
L?AAD?sXCcFOFO,21,5,5.7266277070,0.7266277070,1.1453255414,5.80481921,Solved
L?AA@AWsDSBWBs,22,5,5.7264824999,0.7264824999,1.1452965000,5.80035850,Solved
L?AA@BOi?mBWeO,21,5,5.7264350908,0.7264350908,1.1452870182,5.80267688,Solved
L?AADbGX@WBOcc,21,5,5.7263583130,0.7263583130,1.1452716626,5.80281668,Solved
L?AAD?w[?YROEo,21,5,5.7263234504,0.7263234504,1.1452646901,5.80723752,Solved
L?AB?qQTDOGk]?,22,5,5.7263081621,0.7263081621,1.1452616324,5.81550688,Solved
L?AA@BOJCsN?cs,22,5,5.7261965095,0.7261965095,1.1452393019,5.80009399,Solved
L?AAD@Oi@WBgBo,20,5,5.7260652159,0.7260652159,1.1452130432,5.82287882,Solved
L?AAD@Oi@g@oFO,19,5,5.7259795552,0.7259795552,1.1451959110,5.81466523,Solved
L?AA@AWs?wDoEo,20,5,5.7258773953,0.7258773953,1.1451754791,5.80359447,Solved
L?AAD@Oi?wDoBo,20,5,5.7257822430,0.7257822430,1.1451564486,5.83780368,Solved
L?AEB?c{@kQKqI,24,5,5.7256881443,0.7256881443,1.1451376289,5.80237660,Solved
L?`@C`oY?ZQaN?,23,5,5.7256881424,0.7256881424,1.1451376285,5.83942644,Solved
L?AA@AWsDSJ_Jc,22,5,5.7256881402,0.7256881402,1.1451376280,5.82565486,Solved
L?AEB?WHN_AwcS,22,5,5.7256881401,0.7256881401,1.1451376280,5.81782299,Solved
L?AAD?oFEP^?RW,23,5,5.7256881400,0.7256881400,1.1451376280,5.82565012,Solved
L?AA@agTCQhg^?,23,5,5.7256881392,0.7256881392,1.1451376278,5.81964808,Solved
L?AA@AWTF_TQN_,23,5,5.7256881392,0.7256881392,1.1451376278,5.80350182,Solved
L?AAD?oFEPV?RW,22,5,5.7256881386,0.7256881386,1.1451376277,5.83056145,Solved
L?AA@BOR?s@skc,21,5,5.7256881386,0.7256881386,1.1451376277,5.81379107,Solved
L?AAD?omEPJ_RW,23,5,5.7256881386,0.7256881386,1.1451376277,5.81811550,Solved
L?AA@BOTDoTQJg,23,5,5.7256881385,0.7256881385,1.1451376277,5.81444398,Solved
L?AA@agX?[PQwA,21,5,5.7256881384,0.7256881384,1.1451376277,5.82762047,Solved
L?AAD?oDFoHkqK,23,5,5.7256881384,0.7256881384,1.1451376277,5.81989588,Solved
L?AA@aHJBHYA}?,23,5,5.7256881381,0.7256881381,1.1451376276,5.80585182,Solved
L?AAD?cmBgHKVO,23,5,5.7256881378,0.7256881378,1.1451376276,5.81005079,Solved
L?AEB?c{@kQKA],24,5,5.7256881377,0.7256881377,1.1451376275,5.80658393,Solved
L?AAD?oDDoJgqK,22,5,5.7256881376,0.7256881376,1.1451376275,5.82308114,Solved
L?AA@aHXHwZ?RO,23,5,5.7256881375,0.7256881375,1.1451376275,5.80372600,Solved
L?AA@BORBoDskc,23,5,5.7256881374,0.7256881374,1.1451376275,5.82351426,Solved
L?AA@BOR?\N?m_,22,5,5.7256881374,0.7256881374,1.1451376275,5.81828645,Solved
L?`@C`W[DH@iN?,23,5,5.7256881371,0.7256881371,1.1451376274,5.81561576,Solved
L?AEB?c{@kQK}?,24,5,5.7256881370,0.7256881370,1.1451376274,5.81371568,Solved
L?AA@BOR@sDskc,23,5,5.7256881370,0.7256881370,1.1451376274,5.81496098,Solved
L?AADAoY?ihc^?,23,5,5.7256881369,0.7256881369,1.1451376274,5.82851225,Solved
L?AA@BOR?\FOkc,22,5,5.7256881369,0.7256881369,1.1451376274,5.81989792,Solved
L?AAD?oDDoJgQ[,22,5,5.7256881367,0.7256881367,1.1451376273,5.81581692,Solved
L?AA@agR@[XGgc,22,5,5.7256881367,0.7256881367,1.1451376273,5.80991037,Solved
L?AA@BOTDoTQN_,23,5,5.7256881366,0.7256881366,1.1451376273,5.81402864,Solved
L?AA@BOR?\N?kc,22,5,5.7256881366,0.7256881366,1.1451376273,5.82180072,Solved
L?AAD?oDDoBgqK,21,5,5.7256881364,0.7256881364,1.1451376273,5.80914485,Solved
L?AAD?cmBgXCVO,23,5,5.7256881364,0.7256881364,1.1451376273,5.81099623,Solved
L?AAF@ck@sAwcg,23,5,5.7256881362,0.7256881362,1.1451376272,5.81610383,Solved
L?AA@BOR?sDskc,22,5,5.7256881361,0.7256881361,1.1451376272,5.81088948,Solved
L?AAD?oTDo@kaK,21,5,5.7256881359,0.7256881359,1.1451376272,5.81604107,Solved
L?AADBOUQYROBw,24,5,5.7256881357,0.7256881357,1.1451376271,5.81024436,Solved
L?AAD?oDDo@kqK,21,5,5.7256881357,0.7256881357,1.1451376271,5.81628968,Solved
L?AA@aHw?wV?BS,21,5,5.7256881357,0.7256881357,1.1451376271,5.82363992,Solved
